,,,,,,,,,,,
,指標名,観光地,,,,,,,,,
,出典,google places API,,,,,,,,,
,年次,2025/02/05取得,,,,,,,,,
,URL,google places API,,,,,,,,,
,備考,(2022年度：1922件、2023年度：2497.0件、2024年度：2182件),,,,,,,,,
,,,,,,,,,,,
,区,町丁目,エリア,住所,緯度,経度,施設名,ジャンル,星,口コミ数,place_id
,千代田区,富士見２丁目,-,千代田区富士見２丁目１６,35.6978237,139.7423175,日本赤十字社発祥地,"tourist_attraction, point_of_interest, establishment",2.9,7,ChIJOXDiMkOMGGARHxDj5RdvEE8
,千代田区,九段北１丁目,-,千代田区九段北１丁目１１−５ グリーンオーク九段 2階,35.6970158,139.7511131,しょうけい館（戦傷病者史料館）,"tourist_attraction, museum, point_of_interest, establishment",4.4,212,ChIJ_w85TGuMGGARezMKgo73Qx0
,千代田区,富士見２丁目,-,千代田区富士見２丁目４−１,35.6999858,139.746891,東京大神宮,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.4,10782,ChIJq6q63UOMGGAR7zYBKd7iI3I
,新宿区,神楽坂３丁目,-,新宿区神楽坂３丁目２−２０,35.7014781,139.7410128,芸者新路,"tourist_attraction, point_of_interest, establishment",3.6,7,ChIJI6rg3VqMGGARfHGKhpgOhTk
,千代田区,九段南１丁目,-,千代田区九段南１丁目２,35.6943951,139.7534881,宝田橋,"tourist_attraction, point_of_interest, establishment",4,7,ChIJN4ojXBOMGGAR09rc4sbXPM4
,千代田区,富士見２丁目,-,千代田区富士見２丁目４−１,35.6999748,139.7465035,大神宮会館,"tourist_attraction, place_of_worship, point_of_interest, establishment",4,62,ChIJh7Ol3UOMGGARQ3oMdDHhP3M
,千代田区,九段北３丁目,-,千代田区九段北３丁目１−２,35.6951798,139.7435034,特攻勇士の像,"tourist_attraction, point_of_interest, establishment",4.6,32,ChIJJ8aSHWiMGGARmjhDGoLDel0
,千代田区,神田三崎町,-,千代田区神田三崎町,35.7008485,139.7530694,스즈메의 문단속,"tourist_attraction, point_of_interest, establishment",0,0,ChIJXQe9EwCNGGARhYNEMPf263c
,千代田区,神田猿楽町２丁目,-,千代田区神田猿楽町２丁目３−５,35.699236,139.7581916,猿楽町町会詰所,"tourist_attraction, point_of_interest, establishment",3.9,8,ChIJSZbFYdKNGGARZ-jte6LxH5s
,新宿区,神楽坂４丁目,-,新宿区神楽坂４丁目２−周辺,35.7024596,139.7398362,兵庫横丁,"tourist_attraction, point_of_interest, establishment",4.2,80,ChIJXRSCiFqMGGARWo3VQL4Ge0k
,千代田区,九段北４丁目,-,千代田区九段北４丁目３−１４,35.693638,139.738262,江戸城 外堀跡,"tourist_attraction, point_of_interest, establishment",4.1,9,ChIJg7nk8l2MGGAR4rASJbuRXjA
,千代田区,一ツ橋２丁目,-,千代田区一ツ橋２丁目１,35.6922578,139.7587186,東京外国語学校発祥の地,"tourist_attraction, point_of_interest, establishment",3.5,11,ChIJSYA74BGMGGARkRotyQ791LY
,千代田区,富士見２丁目,-,千代田区富士見２丁目１３−１２ KADOKAWA富士見ビル ２F,35.6982516,139.7436467,アニメ聖地88一番札所,"tourist_attraction, point_of_interest, establishment",5,2,ChIJtUt6F42NGGARnOmBVQSEAhg
,千代田区,一ツ橋１丁目,-,千代田区一ツ橋１丁目２,35.6927302,139.7562576,雉子橋,"tourist_attraction, point_of_interest, establishment",3.7,22,ChIJ89xfRxKMGGARNpKd03x1yzU
,千代田区,富士見２丁目,-,千代田区富士見２丁目１４−２３,35.6977103,139.7427787,与謝野鉄幹・晶子旧居跡,"tourist_attraction, point_of_interest, establishment",3.3,20,ChIJw5vbJkOMGGAR_aKWf0Alu5M
,新宿区,神楽坂４丁目,-,新宿区神楽坂４丁目２,35.7019499,139.7398117,酔石横丁,"tourist_attraction, point_of_interest, establishment",4,2,ChIJl6jzFgSNGGARyXHwY1J85Nw
,新宿区,神楽坂５丁目,-,新宿区神楽坂５丁目３６,35.7015127,139.7394549,日蓮宗 善國寺（新宿山ノ手七福神・毘沙門天）,"tourist_attraction, place_of_worship, point_of_interest, establishment",4,1375,ChIJx6PKXlqMGGAR5gDIJambKD4
,千代田区,飯田橋,-,千代田区飯田橋４,35.6983203,139.7501118,台所町跡記念碑,"tourist_attraction, point_of_interest, establishment",3.5,17,ChIJlR0PLECMGGAR7feMfB3DdEY
,新宿区,赤城元町,-,新宿区赤城元町１−１０,35.7049139,139.7361059,赤城神社,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.1,3142,ChIJgeazv1aMGGARQh5cREuvLjI
,新宿区,神楽坂５丁目,-,新宿区神楽坂５丁目７,35.7022782,139.7392428,寺内公園,"park, tourist_attraction, point_of_interest, establishment",3.5,32,ChIJ7RLhelqMGGAR0XnDj5cID3c
,新宿区,神楽坂２丁目,-,新宿区神楽坂２丁目２０−１４,35.6996999,139.7407156,若宮公園,"park, tourist_attraction, point_of_interest, establishment",3.7,65,ChIJq9G4a1uMGGAR5to8Ss2I_gg
,千代田区,神田三崎町３丁目,-,千代田区神田三崎町３丁目１０,35.7002393,139.7515507,あいあい橋,"tourist_attraction, point_of_interest, establishment",3.6,23,ChIJn3jzZUCMGGARuppFZM174i8
,新宿区,神楽坂６丁目,-,新宿区神楽坂６丁目,35.7030123,139.7368257,コボちゃん像,"tourist_attraction, point_of_interest, establishment",3.9,99,ChIJFVPkNVeMGGARu5df3orPWr4
,新宿区,赤城下町,-,新宿区赤城下町２２−５,35.7048348,139.7333362,象の滑り台,"tourist_attraction, point_of_interest, establishment",5,3,ChIJxZ79NMKNGGARqGdW1NW4GME
,千代田区,飯田橋３丁目,-,千代田区飯田橋３丁目５,35.7012796,139.7469403,日本医科大学付属第一病院記念碑,"tourist_attraction, point_of_interest, establishment",3.5,8,ChIJD_tPB0SMGGARkbBIjASku1g
,新宿区,白銀町,-,新宿区白銀町３,35.7038484,139.7377672,新宿区立白銀公園,"park, tourist_attraction, point_of_interest, establishment",4.1,491,ChIJJyNywVCMGGARp22PvIIZ_4w
,新宿区,神楽坂３丁目,-,新宿区神楽坂３丁目６,35.7005399,139.7405629,熱海湯,"tourist_attraction, point_of_interest, establishment",4,373,ChIJj3TaG1uMGGARAeGlKwrENQc
,千代田区,神田猿楽町１丁目,-,千代田区神田猿楽町１丁目１−１,35.6969578,139.7599645,吾輩は猫である 碑,"tourist_attraction, point_of_interest, establishment",3.2,13,ChIJbwEz1RCMGGARe2Er6xR2kSA
,新宿区,袋町,-,新宿区袋町１５,35.7005007,139.7382473,牛込城跡,"tourist_attraction, point_of_interest, establishment",3,19,ChIJoYh6NlqMGGARx4-wwHXXOLc
,千代田区,神田三崎町１丁目,-,千代田区神田三崎町１丁目２−１０,35.7010351,139.756759,認定登記基準点,"tourist_attraction, point_of_interest, establishment",3.7,3,ChIJT-8BGz6MGGARV5-YbMPumG8
,千代田区,神田錦町３丁目,-,千代田区神田錦町３丁目２８,35.6929971,139.7588821,東京大学発祥の地碑,"tourist_attraction, point_of_interest, establishment",3.6,23,ChIJPSkYwxGMGGARubzYRoItzTM
,千代田区,丸の内２丁目,大丸有,千代田区丸の内２丁目２,35.6800674,139.7628525,Marunouchi Street Park,"tourist_attraction, point_of_interest, establishment",4.5,31,ChIJx5eyUACLGGARP8WqPDNwmjw
,千代田区,丸の内２丁目,大丸有,千代田区丸の内２丁目,35.6804909,139.7630081,丸の内仲通り,"tourist_attraction, point_of_interest, establishment",4.5,168,ChIJAVgJ6zmLGGAR99WBL5-fomQ
,千代田区,丸の内２丁目,大丸有,千代田区丸の内２丁目４,35.6808121,139.7643573,丸の内,"tourist_attraction, point_of_interest, establishment",5,1,ChIJpzPSGACLGGARIGQ-mxVxy88
,千代田区,丸の内２丁目,大丸有,千代田区丸の内２丁目仲通り,35.6815228,139.7633401,丸の内イルミネーション,"tourist_attraction, point_of_interest, establishment",4.5,46,ChIJx5x3SgCLGGARco59wZI8hBM
,千代田区,丸の内２丁目,大丸有,千代田区丸の内２丁目７−２ KITTE丸の内 6F,35.6795336,139.7654445,KITTEガーデン,"tourist_attraction, point_of_interest, establishment",4.4,811,ChIJtZRvRvqLGGARdS57rQP2NEk
,千代田区,大手町２丁目,大丸有,千代田区大手町２丁目１−１ 大手町駅,35.6821222,139.7626038,行幸通り,"tourist_attraction, point_of_interest, establishment",4.7,25,ChIJD6uqQgCLGGARgJ4dRTIeTNI
,千代田区,丸の内２丁目,大丸有,千代田区丸の内２丁目５−５,35.6800124,139.7628331,MARUNOUCHI BRIGHT HOLIDAY,"tourist_attraction, point_of_interest, establishment",0,0,ChIJtX34OwCLGGARoArDq0GTrsE
,千代田区,丸の内１丁目,大丸有,千代田区丸の内１丁目９−１ 改札内 地下１階 東京駅,35.6811856,139.7673717,銀の鈴,"tourist_attraction, point_of_interest, establishment",3.7,2337,ChIJ9-LJdPyLGGARZeSwNOHJv3I
,千代田区,丸の内１丁目,大丸有,千代田区丸の内１丁目９−１,35.6814247,139.7659944,東京駅丸の内駅舎,"tourist_attraction, point_of_interest, establishment",4.5,1088,ChIJE9qjZ0-LGGARQiAs8hULJsg
,千代田区,丸の内１丁目,大丸有,千代田区丸の内１丁目９−１,35.6822208,139.7663743,東京駅丸の内北口ドーム,"tourist_attraction, point_of_interest, establishment",4.5,12,ChIJMzIXRwCLGGARSDHps8r3TtE
,千代田区,丸の内１丁目,大丸有,千代田区丸の内１丁目９ 東京駅,35.6805013,139.7657061,東京駅丸の内南口ドーム,"tourist_attraction, point_of_interest, establishment",4.6,15,ChIJmduuOACLGGARiCzrBoq9fVU
,千代田区,丸の内１丁目,大丸有,千代田区丸の内１丁目９,35.6815604,139.7654768,東京駅丸の内駅前広場,"tourist_attraction, park, point_of_interest, establishment",4.5,3789,ChIJAylxefmLGGARmouNFJGoD3E
,千代田区,大手町２丁目,大丸有,千代田区大手町２丁目１−１,35.682246,139.762439,Tokyo Marathon Finish Line,"tourist_attraction, point_of_interest, establishment",0,0,ChIJfVjmOgCLGGARCtcj6Avn9ZQ
,千代田区,丸の内１丁目,大丸有,千代田区丸の内１丁目９−１,35.6814005,139.7681574,東京駅,"tourist_attraction, point_of_interest, establishment",4,1,ChIJRxY6CwCLGGARrprsWu8HAuI
,千代田区,丸の内１丁目,大丸有,千代田区丸の内１丁目８−３,35.682513,139.7696144,江戸城外堀の石垣,"tourist_attraction, point_of_interest, establishment",4.2,13,ChIJCRLsJPyLGGARhbfimu4UsAc
,千代田区,丸の内１丁目,大丸有,千代田区丸の内１丁目８,35.6829005,139.7698501,北町奉行所跡【東京都指定旧跡】,"tourist_attraction, point_of_interest, establishment",3.1,55,ChIJ58I3of6LGGARupRoReOlgnU
,千代田区,丸の内１丁目,大丸有,千代田区丸の内１丁目９−１ グランスタ八重洲,35.6810688,139.7691691,江戸城外堀跡の石垣,"tourist_attraction, point_of_interest, establishment",0,0,ChIJPaArDACLGGARb8IBFd7dS38
,千代田区,丸の内１丁目,大丸有,千代田区丸の内１丁目９−１ JR東日本 東京駅構内 B1～1F,35.6818316,139.7669526,丸の内坂,"tourist_attraction, point_of_interest, establishment",4,3,ChIJ97l9ZgaLGGARCBe93PZoMsU
,千代田区,丸の内１丁目,大丸有,千代田区丸の内１丁目９−１,35.6824361,139.7665257,東京ステーションギャラリー,"tourist_attraction, art_gallery, museum, point_of_interest, establishment",4.3,2252,ChIJtxODuv6LGGAR4xf7X3WayX0
,千代田区,丸の内２丁目,大丸有,千代田区丸の内２丁目１−１ 千代田区丸の内2-1-1 明治生命館1F,35.6789407,139.7616559,静嘉堂文庫美術館,"tourist_attraction, museum, point_of_interest, establishment",4.3,960,ChIJz-ZkAQb0GGARLd-j4HlLkaM
,千代田区,丸の内２丁目,大丸有,千代田区丸の内２丁目７ KITTE丸の内 4階,35.6800509,139.7650732,旧東京中央郵便局長室,"tourist_attraction, point_of_interest, establishment",4.2,89,ChIJH5qNNPqLGGAReFR56HZUyfs
,千代田区,丸の内２丁目,大丸有,千代田区丸の内２丁目７−２ ＫＩＴＴＥ,35.6800744,139.7646866,インターメディアテク,"tourist_attraction, museum, point_of_interest, establishment",4.6,1109,ChIJF5AiNPqLGGAR2igPgxC2_Kw
,千代田区,丸の内２丁目,大丸有,千代田区丸の内２丁目６−２,35.6785286,139.7633347,三菱一号館美術館,"tourist_attraction, art_gallery, museum, point_of_interest, establishment",4.3,3047,ChIJuyY-ZfqLGGAREYR9A10IXPQ
,千代田区,丸の内３丁目,大丸有,千代田区丸の内３丁目５−１,35.6775109,139.764943,東京府庁舎跡,"tourist_attraction, point_of_interest, establishment",3.7,19,ChIJP0Kk4PqLGGARJ3adoHhSblc
,千代田区,丸の内１丁目,大丸有,千代田区丸の内１丁目９−１ １F 新幹線南乗換口,35.6808972,139.7669811,カニの化石,"tourist_attraction, point_of_interest, establishment",4.7,27,ChIJU9OENgCLGGARbChrLx-UFYY
,中央区,日本橋本石町４丁目,日八京,中央区日本橋本石町４丁目１,35.6878391,139.7689197,竜閑さくら橋,"tourist_attraction, point_of_interest, establishment",4.2,69,ChIJFcFclQCMGGARPH0DpAtwueY
,千代田区,丸の内２丁目,大丸有,千代田区丸の内２丁目４ 丸の内ビルディング,35.680852,139.7632874,丸の内ラグビー神社,"tourist_attraction, point_of_interest, establishment",4.3,22,ChIJdc-p4AiLGGARhziMhXJOxlw
,千代田区,神田駿河台４丁目,-,千代田区神田駿河台４丁目,35.699817,139.7655156,聖橋,"tourist_attraction, point_of_interest, establishment",4.7,242,ChIJi3JUZACNGGARXyYn0j7sCkE
,千代田区,外神田２丁目,-,千代田区外神田２丁目７−４,35.7013968,139.7683213,明神男坂,"tourist_attraction, point_of_interest, establishment",4.3,185,ChIJFSnzsB6MGGARnojVfoqkXW4
,千代田区,内神田２丁目,-,千代田区内神田２丁目６−９ 隣 翔和鎌倉橋ビル,35.6905224,139.7678217,出世不動尊,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.1,65,ChIJVVW4TAGMGGARV7MjXGiZD1E
,千代田区,西神田２丁目,-,千代田区西神田２丁目３−１１,35.6984869,139.7547657,千代田区立西神田公園,"park, tourist_attraction, point_of_interest, establishment",3.6,227,ChIJS2KjCxWMGGARlSmbfzCTDhQ
,千代田区,外神田２丁目,-,千代田区外神田２丁目１６−９,35.7023069,139.7671949,宮本公園,"park, tourist_attraction, point_of_interest, establishment",3.9,155,ChIJ14jFJxmMGGARblOZ2P33sIA
,千代田区,-,-,"  千代田区神田猿楽町 ２丁目-７TOHYU BLDG,",35.7001504,139.7577796,キカイ湯跡,"tourist_attraction, point_of_interest, establishment",3.5,12,ChIJAQBsCRaMGGARVdVDFs7twkE
,千代田区,神田駿河台４丁目,-,千代田区神田駿河台４丁目,35.6992038,139.7657798,淡路坂,"tourist_attraction, point_of_interest, establishment",4.3,3,ChIJr0-JBgCNGGARaouErT-1q3w
,千代田区,神田猿楽町１丁目,-,千代田区神田猿楽町１丁目１−２,35.6978348,139.7605177,千代田区立錦華公園,"park, tourist_attraction, point_of_interest, establishment",3.7,296,ChIJcdybLheMGGARHDlzS-Sfd_M
,千代田区,神田神保町２丁目,-,千代田区神田神保町２丁目２０−３,35.6969946,139.7564442,千代田区立神保町愛全公園,"park, tourist_attraction, point_of_interest, establishment",3.1,142,ChIJu36bFRSMGGARJ1K6y-kX1Zs
,千代田区,神田淡路町２丁目,-,千代田区神田淡路町２丁目２７,35.6971107,139.7671332,淡路公園,"park, tourist_attraction, point_of_interest, establishment",3.9,213,ChIJb_7IaRuMGGARavmrYh6B_5w
,千代田区,外神田２丁目,-,千代田区外神田２丁目１６−２,35.7020186,139.7678943,神田神社 (神田明神),"tourist_attraction, place_of_worship, point_of_interest, establishment",4.4,22502,ChIJ7RsWzB6MGGARi3xBv7bkl_M
,千代田区,西神田３丁目,-,千代田区西神田３丁目１０,35.6988088,139.7523269,新川橋,"tourist_attraction, point_of_interest, establishment",3.4,10,ChIJ0-2bqmqMGGARdf1PbCvHIro
,千代田区,神田三崎町２丁目,-,千代田区神田三崎町２丁目９−１２,35.7016667,139.7544444,三崎稲荷神社,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.1,309,ChIJB7nCrj-MGGARrERpWjP8hhU
,千代田区,大手町１丁目,大丸有,千代田区大手町１丁目２−１,35.6873126,139.7627409,将門塚,"tourist_attraction, point_of_interest, establishment",4.5,2305,ChIJu6DrKQaMGGARoC3pgQB3eMc
,千代田区,神田須田町１丁目,-,千代田区神田須田町１丁目２５−４ マーチエキュート神田万世橋,35.6971491,139.7701557,万世橋駅跡,"tourist_attraction, point_of_interest, establishment",4.2,339,ChIJF-kS1ByMGGARfX9TAILqL3w
,千代田区,神田小川町３丁目,-,千代田区神田小川町３丁目６,35.6954821,139.7623758,千代田区立小川広場,"park, tourist_attraction, point_of_interest, establishment",3.6,352,ChIJd2lidxCMGGARqEE0ey3opTo
,千代田区,西神田１丁目,-,千代田区西神田１丁目１−１２,35.6995428,139.7575834,カトリック神田教会,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",4.3,249,ChIJERbV3hWMGGARUPwaYY_9TE8
,千代田区,日比谷公園,-,千代田区日比谷公園１,35.6758033,139.7560612,三笠山,"park, tourist_attraction, point_of_interest, establishment",3.6,47,ChIJcUcaufOLGGARsuW5JEIux_U
,千代田区,有楽町１丁目,大丸有,千代田区有楽町１丁目４,35.6739891,139.7598183,日比谷ステップ広場,"park, tourist_attraction, point_of_interest, establishment",4.1,183,ChIJ8aEILO6LGGARPVDPsPKqefw
,千代田区,日比谷公園,-,千代田区日比谷公園１,35.6743015,139.7578321,古代スカンジナビア碑銘譯,"tourist_attraction, point_of_interest, establishment",3.9,24,ChIJBSyx9vGLGGARFTYqDttIVMo
,千代田区,日比谷公園,-,千代田区日比谷公園１−１,35.6733109,139.7559847,はにわ,"tourist_attraction, point_of_interest, establishment",3.8,11,ChIJqR-XViGLGGARPgAQi4QmyI0
,中央区,銀座５丁目,-,中央区銀座５丁目１−１,35.6726412,139.7623365,数寄屋橋公園,"park, tourist_attraction, point_of_interest, establishment",3.7,817,ChIJ40N1fO-LGGARcTqd0Q-RpDc
,千代田区,日比谷公園,-,千代田区日比谷公園１−６,35.6751814,139.7555435,健康広場,"park, tourist_attraction, point_of_interest, establishment",3.8,77,ChIJgTZzrvOLGGARoigItuM4MWI
,中央区,銀座１丁目,-,中央区銀座１丁目１２−６,35.674316,139.7699932,水谷橋公園,"park, tourist_attraction, point_of_interest, establishment",4,121,ChIJq5bv0eOLGGARrlEm2rzrx1U
,千代田区,丸の内３丁目,大丸有,千代田区丸の内３丁目８−３,35.6757726,139.7651281,SusHi Tech Square,"tourist_attraction, point_of_interest, establishment",4.2,58,ChIJRwGiRQCLGGARs5XAoupJaZA
,千代田区,丸の内２丁目,大丸有,千代田区丸の内２丁目６−２,35.6785286,139.7633347,三菱一号館美術館,"art_gallery, tourist_attraction, museum, point_of_interest, establishment",4.3,3047,ChIJuyY-ZfqLGGAREYR9A10IXPQ
,中央区,八重洲１丁目,日八京,中央区八重洲１丁目８,35.6810791,139.7716895,日本橋さくら通り,"shopping_mall, tourist_attraction, point_of_interest, establishment",4.3,43,ChIJOVhShO2LGGAROWrNCzOlFNQ
,千代田区,丸の内１丁目,大丸有,千代田区丸の内１丁目３−２,35.6846514,139.7635338,金融／知のランドスケープ,"museum, tourist_attraction, point_of_interest, establishment",3.3,3,ChIJgzy2DviLGGARhs9fKMQK7Gg
