指標名,バス停,,,,,,,,,,,,
出典,NAVITIME,,,,,,,,,,,,
年次,2023/1/27 取得,,,,,,,,,,,,
URL,https://www.navitime.co.jp/,,,,,,,,,,,,
備考,"（2021年度：3,601件、2022年度：3568件）",,,,,,,,,,,,
,,,,,,,,,,,,,
区,町丁目,エリア,住所,緯度,経度,バス停名,路線数,1÷路線数,バス路線名,事業者名・系統等,方面1,方面2,種類
渋谷区,笹塚二丁目,-,東京都渋谷区笹塚3丁目19富士見丘学園,35.676492,139.667273,富士見丘学園,2,0.5,中81/中82他,京王バス,笹塚駅方面,-,バス停
渋谷区,本町一丁目,-,東京都渋谷区本町1丁目60?2渋谷区立本村ずい道公園,35.68114,139.6805,本町一丁目(渋谷区),2,0.5,春の小川ルート,ハチ公バス,渋谷区役所方面,-,バス停
渋谷区,本町一丁目,-,東京都渋谷区本町1丁目60?2渋谷区立本村ずい道公園,35.68114,139.6805,本町一丁目(渋谷区),2,0.5,宿41,京王バス/宿45京王バス,中野車庫/中野駅（東京都）方面,新宿駅西口方面,バス停
渋谷区,本町四丁目,-,東京都渋谷区本町4丁目9本町区民施設,35.686916,139.680576,本町区民施設,1,1,春の小川ルート,ハチ公バス,笹塚駅方面,-,バス停
渋谷区,本町五丁目,-,東京都渋谷区本町5丁目14本町五丁目,35.685325,139.677036,本町五丁目(渋谷区),1,1,春の小川ルート,ハチ公バス,笹塚駅方面,-,バス停
渋谷区,本町三丁目,-,東京都渋谷区本町3丁目12,35.68881,139.6823,本町三丁目(渋谷区),3,0.333333,宿32/宿35,京王バス,佼成病院方面,新宿駅西口方面,バス停
渋谷区,本町三丁目,-,東京都渋谷区本町3丁目12,35.68881,139.6823,本町三丁目(渋谷区),3,0.333333,渋64,京王バス,中野駅（東京都）方面,渋谷駅方面,バス停
渋谷区,本町三丁目,-,東京都渋谷区本町3丁目12,35.68881,139.6823,本町三丁目(渋谷区),3,0.333333,宿33,京王バス,南台交差点/永福町（バス）方面,新宿駅西口方面,バス停
渋谷区,本町四丁目,-,東京都渋谷区本町4丁目30?6,35.686532,139.68029,本町四丁目(渋谷区),2,0.5,宿32/宿35,京王バス,佼成病院方面,新宿駅西口方面,バス停
渋谷区,本町四丁目,-,東京都渋谷区本町4丁目30?6,35.686532,139.68029,本町四丁目(渋谷区),2,0.5,宿33,京王バス,南台交差点/永福町（バス）方面,新宿駅西口方面,バス停
渋谷区,本町四丁目,-,東京都渋谷区本町4丁目30?6,35.686532,139.68029,本町四丁目［ハチ公バス］,1,1,春の小川ルート,ハチ公バス,笹塚駅方面,-,バス停
渋谷区,本町五丁目,-,東京都渋谷区本町5丁目44?9,35.68306,139.6744,六号大通り,1,1,春の小川ルート,ハチ公バス,笹塚駅方面,-,バス停
渋谷区,幡ケ谷二丁目,-,東京都渋谷区本町6丁目34六号通り,35.680229,139.677667,六号通り,2,0.5,春の小川ルート,ハチ公バス,渋谷区役所方面,-,バス停
渋谷区,幡ケ谷二丁目,-,東京都渋谷区本町6丁目34六号通り,35.680229,139.677667,六号通り,2,0.5,宿41,京王バス/宿45京王バス,中野車庫/中野駅（東京都）方面,新宿駅西口方面,バス停
渋谷区,笹塚一丁目,-,東京都渋谷区笹塚1丁目1?11,35.67281,139.6715,東京消防学校西,2,0.5,渋60,京王バス,笹塚駅方面,-,バス停
渋谷区,笹塚一丁目,-,東京都渋谷区笹塚1丁目1?11,35.67281,139.6715,東京消防学校西,2,0.5,渋69,京王バス,笹塚駅方面,-,バス停
渋谷区,西原一丁目,-,東京都渋谷区西原1丁目40ｹｱｺﾐｭﾆﾃｨ･せせらぎ,35.675631,139.681868,ケアコミュニティ・せせらぎ,1,1,春の小川ルート,ハチ公バス,笹塚駅方面,渋谷区役所方面,バス停
渋谷区,富ケ谷一丁目,-,東京都渋谷区富ｹ谷1丁目7代々木公園駅,35.669099,139.689963,代々木公園駅,2,0.5,052・050〔渋谷駅-新宿駅西口-東京八重洲〕,京王バス,新宿駅西口/バスターミナル東京八重洲方面,渋谷駅方面,バス停
渋谷区,富ケ谷一丁目,-,東京都渋谷区富ｹ谷1丁目7代々木公園駅,35.669099,139.689963,代々木公園駅,2,0.5,宿51,京王バス,渋谷駅方面,新宿駅西口方面,バス停
渋谷区,代々木四丁目,-,東京都渋谷区代々木4丁目6参宮橋駅,35.678658,139.693518,参宮橋駅,2,0.5,052・050〔渋谷駅-新宿駅西口-東京八重洲〕,京王バス,新宿駅西口/バスターミナル東京八重洲方面,渋谷駅方面,バス停
渋谷区,代々木四丁目,-,東京都渋谷区代々木4丁目6参宮橋駅,35.678658,139.693518,参宮橋駅,2,0.5,宿51,京王バス,渋谷駅方面,新宿駅西口方面,バス停
渋谷区,神泉町,-,東京都渋谷区神泉町1松濤美術館入口,35.658708,139.693023,松濤美術館入口,1,1,丘を越えてルート〔上原方面〕,ハチ公バス,代々木上原駅〔京王バス〕方面,-,バス停
渋谷区,富ケ谷二丁目,-,東京都渋谷区富ｹ谷2丁目8富ヶ谷二丁目,35.664377,139.687653,富ヶ谷二丁目,2,0.5,渋60,京王バス,笹塚駅方面,-,バス停
渋谷区,富ケ谷二丁目,-,東京都渋谷区富ｹ谷2丁目8富ヶ谷二丁目,35.664377,139.687653,富ヶ谷二丁目,2,0.5,丘を越えてルート〔上原方面〕,ハチ公バス,代々木上原駅〔京王バス〕方面,-,バス停
渋谷区,富ケ谷二丁目,-,東京都渋谷区富ｹ谷1丁目31富ヶ谷交差点(ﾊﾞｽ),35.66621,139.688,富ヶ谷交差点,2,0.5,渋60,京王バス,笹塚駅方面,-,バス停
渋谷区,富ケ谷二丁目,-,東京都渋谷区富ｹ谷1丁目31富ヶ谷交差点(ﾊﾞｽ),35.66621,139.688,富ヶ谷交差点,2,0.5,丘を越えてルート〔上原方面〕,ハチ公バス,代々木上原駅〔京王バス〕方面,-,バス停
渋谷区,上原三丁目,-,東京都渋谷区上原2丁目38?11ヴｨﾗ代々木上原,35.66598,139.6796,上原小学校,1,1,丘を越えてルート〔渋谷方面〕,ハチ公バス,渋谷駅西口〔ハチ公バス〕方面,-,バス停
渋谷区,上原二丁目,-,東京都渋谷区上原2丁目31上原二丁目南,35.664116,139.679252,上原二丁目南,1,1,丘を越えてルート〔渋谷方面〕,ハチ公バス,渋谷駅西口〔ハチ公バス〕方面,-,バス停
渋谷区,富ケ谷二丁目,-,東京都渋谷区富ｹ谷2丁目27?12,35.664108,139.6845,はつらつセンター富ヶ谷,1,1,丘を越えてルート〔渋谷方面〕,ハチ公バス,渋谷駅西口〔ハチ公バス〕方面,-,バス停
渋谷区,富ケ谷二丁目,-,東京都渋谷区富ｹ谷2丁目10望星高校,35.665024,139.686634,望星高校,1,1,丘を越えてルート〔渋谷方面〕,ハチ公バス,渋谷駅西口〔ハチ公バス〕方面,-,バス停
渋谷区,富ケ谷一丁目,-,東京都渋谷区富ｹ谷1丁目18富ヶ谷一丁目,35.665991,139.692168,富ヶ谷一丁目,1,1,丘を越えてルート〔渋谷方面〕,ハチ公バス,渋谷駅西口〔ハチ公バス〕方面,-,バス停
渋谷区,代々木三丁目,-,東京都渋谷区代々木3丁目33ﾌｫﾚｽﾄﾀｳﾝ(ﾊﾞｽ),35.6827,139.692,フォレストタウン,2,0.5,052・050〔渋谷駅-新宿駅西口-東京八重洲〕,京王バス,渋谷駅方面,-,バス停
渋谷区,代々木三丁目,-,東京都渋谷区代々木3丁目33ﾌｫﾚｽﾄﾀｳﾝ(ﾊﾞｽ),35.6827,139.692,フォレストタウン,2,0.5,宿51,京王バス,渋谷駅方面,-,バス停
渋谷区,笹塚三丁目,-,東京都渋谷区幡ｹ谷3丁目37笹塚こども図書館,35.678802,139.670154,笹塚こども図書館,4,0.25,春の小川ルート,ハチ公バス,笹塚駅方面,-,バス停
渋谷区,笹塚三丁目,-,東京都渋谷区幡ｹ谷3丁目37笹塚こども図書館,35.678802,139.670154,笹塚こども図書館,4,0.25,渋63,京王バス/宿45京王バス,中野駅（東京都）方面,渋谷駅方面,バス停
渋谷区,笹塚三丁目,-,東京都渋谷区幡ｹ谷3丁目37笹塚こども図書館,35.678802,139.670154,笹塚こども図書館,4,0.25,宿41,京王バス/宿45京王バス,中野車庫方面,新宿駅西口方面,バス停
渋谷区,笹塚三丁目,-,東京都渋谷区幡ｹ谷3丁目37笹塚こども図書館,35.678802,139.670154,笹塚こども図書館,4,0.25,中81/中82他,京王バス,笹塚駅方面,中野駅（東京都）方面,バス停
渋谷区,本町三丁目,-,東京都渋谷区本町3丁目46?1,35.687536,139.682051,つばめの里・本町東,1,1,春の小川ルート,ハチ公バス,笹塚駅方面,-,バス停
渋谷区,道玄坂一丁目,-,東京都渋谷区道玄坂1丁目1渋谷駅ﾊﾁ公口,35.658685,139.700495,渋谷駅ハチ公口,5,0.2,夕やけこやけルート(区役所-恵比寿),ハチ公バス,恵比寿ガーデンプレイス方面,-,バス停
渋谷区,道玄坂一丁目,-,東京都渋谷区道玄坂1丁目1渋谷駅ﾊﾁ公口,35.658685,139.700495,渋谷駅ハチ公口,5,0.2,大和田シャトル：SS04系統,フジエクスプレス,文化総合センター大和田方面,-,バス停
渋谷区,道玄坂一丁目,-,東京都渋谷区道玄坂1丁目1渋谷駅ﾊﾁ公口,35.658685,139.700495,渋谷駅ハチ公口,5,0.2,渋谷シャトル：SS01系統,フジエクスプレス,渋谷駅［日本経済大学前］/渋谷ガーデンタワー方面,-,バス停
渋谷区,道玄坂一丁目,-,東京都渋谷区道玄坂1丁目1渋谷駅ﾊﾁ公口,35.658685,139.700495,渋谷駅ハチ公口,5,0.2,渋谷シャトル：SS02系統,フジエクスプレス,渋谷ガーデンタワー方面,-,バス停
渋谷区,道玄坂一丁目,-,東京都渋谷区道玄坂1丁目1渋谷駅ﾊﾁ公口,35.658685,139.700495,渋谷駅ハチ公口,5,0.2,渋谷シャトル：SS05系統,フジエクスプレス,渋谷ガーデンタワー/青葉台タワー方面,-,バス停
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1明治神宮(原宿駅),35.669461,139.702078,明治神宮〔原宿駅〕,1,1,神宮の杜ルート,ハチ公バス,代々木駅方面,渋谷区役所/渋谷駅ハチ公口方面,バス停
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6?4?3明治神宮前〈原宿〉駅,35.669037,139.704222,明治神宮前駅,1,1,神宮の杜ルート,ハチ公バス,代々木駅方面,渋谷区役所/渋谷駅ハチ公口方面,バス停
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6丁目1神宮前小学校(神宮前交番),35.667727,139.706801,神宮前小学校〔神宮前交番〕,1,1,神宮の杜ルート,ハチ公バス,代々木駅方面,渋谷区役所/渋谷駅ハチ公口方面,バス停
渋谷区,神宮前四丁目,-,東京都渋谷区神宮前4丁目12,35.667767,139.707456,表参道ヒルズ,1,1,神宮の杜ルート,ハチ公バス,代々木駅方面,渋谷区役所/渋谷駅ハチ公口方面,バス停
渋谷区,神宮前三丁目,-,東京都渋谷区神宮前3丁目35神宮前三丁目,35.671926,139.712578,神宮前三丁目,1,1,神宮の杜ルート,ハチ公バス,代々木駅方面,渋谷区役所/渋谷駅ハチ公口方面,バス停
渋谷区,神宮前三丁目,-,東京都渋谷区神宮前3丁目31はぁとぴあ原宿入口,35.672579,139.710785,はぁとぴあ原宿入口,1,1,神宮の杜ルート,ハチ公バス,代々木駅方面,渋谷区役所/渋谷駅ハチ公口方面,バス停
渋谷区,神宮前二丁目,-,東京都渋谷区神宮前2丁目31渋谷神宮前郵便局,35.673186,139.709567,渋谷神宮前郵便局,1,1,神宮の杜ルート,ハチ公バス,代々木駅方面,渋谷区役所/渋谷駅ハチ公口方面,バス停
渋谷区,千駄ケ谷一丁目,-,東京都渋谷区千駄ｹ谷1丁目6千駄ヶ谷社会教育館,35.678042,139.709855,千駄ヶ谷社会教育館,1,1,神宮の杜ルート,ハチ公バス,代々木駅方面,渋谷区役所/渋谷駅ハチ公口方面,バス停
渋谷区,千駄ケ谷一丁目,-,東京都渋谷区千駄ｹ谷1丁目17千駄ヶ谷駅(東京体育館),35.680247,139.711356,千駄ヶ谷駅〔東京体育館〕,1,1,神宮の杜ルート,ハチ公バス,代々木駅方面,渋谷区役所/渋谷駅ハチ公口方面,バス停
渋谷区,千駄ケ谷四丁目,-,東京都渋谷区千駄ｹ谷4丁目25国立能楽堂,35.68118,139.7075,国立能楽堂,1,1,神宮の杜ルート,ハチ公バス,代々木駅方面,渋谷区役所/渋谷駅ハチ公口方面,バス停
渋谷区,千駄ケ谷四丁目,-,東京都渋谷区千駄ｹ谷4丁目24北参道交差点,35.680799,139.705692,北参道交差点,1,1,神宮の杜ルート,ハチ公バス,代々木駅方面,渋谷区役所/渋谷駅ハチ公口方面,バス停
渋谷区,代々木三丁目,-,東京都渋谷区代々木3丁目3代々木区民会館,35.682042,139.694983,代々木区民会館,1,1,神宮の杜ルート,ハチ公バス,代々木駅/渋谷駅ハチ公口方面,-,バス停
渋谷区,代々木一丁目,-,東京都渋谷区代々木1丁目27?16Jec本社ﾋﾞﾙ,35.682123,139.70071,代々木一丁目,1,1,神宮の杜ルート,ハチ公バス,代々木駅/渋谷駅ハチ公口方面,-,バス停
渋谷区,代々木一丁目,-,東京都渋谷区代々木1丁目34代々木駅,35.683033,139.702056,代々木駅,1,1,神宮の杜ルート,ハチ公バス,渋谷区役所方面,-,バス停
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2丁目24渋谷駅,35.658034,139.701636,渋谷駅［日本経済大学前］,2,0.5,渋谷シャトル：SS01系統,フジエクスプレス,渋谷ガーデンタワー/青葉台タワー方面,-,バス停
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2丁目24渋谷駅,35.658034,139.701636,渋谷駅［日本経済大学前］,2,0.5,渋谷シャトル：SS03系統,フジエクスプレス,青葉台タワー方面,-,バス停
渋谷区,南平台町,-,東京都渋谷区南平台町16?17,35.654072,139.694057,渋谷ガーデンタワー,3,0.333333,渋谷シャトル：SS01系統,フジエクスプレス,青葉台タワー/渋谷駅ハチ公口方面,-,バス停
渋谷区,南平台町,-,東京都渋谷区南平台町16?17,35.654072,139.694057,渋谷ガーデンタワー,3,0.333333,渋谷シャトル：SS02系統,フジエクスプレス,渋谷駅ハチ公口方面,-,バス停
渋谷区,南平台町,-,東京都渋谷区南平台町16?17,35.654072,139.694057,渋谷ガーデンタワー,3,0.333333,渋谷シャトル：SS05系統,フジエクスプレス,青葉台タワー/渋谷駅ハチ公口方面,-,バス停
渋谷区,初台一丁目,-,東京都渋谷区初台1丁目52新国立劇場(初台駅入口),35.680847,139.686029,新国立劇場初台駅入口,1,1,宿44(武蔵境駅-新宿駅),小田急バス,新宿駅西口方面,武蔵境駅南口方面,バス停
渋谷区,代々木二丁目,-,東京都渋谷区代々木2丁目2?1,35.686385,139.700434,小田急ホテルセンチュリーサザンタワー,2,0.5,２３区内エリア-成田空港(新宿),空港連絡バス,成田空港第１ターミナル（バス）方面,-,バス停
渋谷区,代々木二丁目,-,東京都渋谷区代々木2丁目2?1,35.686385,139.700434,小田急ホテルセンチュリーサザンタワー,2,0.5,２３区内エリア-羽田空港(新宿),空港連絡バス,羽田空港第３ターミナル（バス）方面,-,バス停
渋谷区,代々木二丁目,-,東京都渋谷区代々木2丁目3?1,35.687028,139.698843,ホテルサンルートプラザ新宿,2,0.5,２３区内エリア-成田空港(新宿),空港連絡バス,成田空港第１ターミナル（バス）方面,-,バス停
渋谷区,代々木二丁目,-,東京都渋谷区代々木2丁目3?1,35.687028,139.698843,ホテルサンルートプラザ新宿,2,0.5,２３区内エリア-羽田空港(新宿),空港連絡バス,羽田空港第３ターミナル（バス）方面,-,バス停
渋谷区,道玄坂一丁目,-,東京都渋谷区渋谷2丁目24渋谷駅,35.658577,139.699821,渋谷エクセルホテル東急,1,1,２３区内エリア-成田空港(渋谷),空港連絡バス,成田空港第１ターミナル北ウィング方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,新宿御苑ルート,新宿WEバス,新宿御苑/新宿三丁目（バス）方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-大阪/ドリームルリエ号,高速バス,大阪駅ＪＲ高速バスターミナル方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-京都・大阪・兵庫/グランドリーム号,高速バス,京都駅〔烏丸口〕/大阪駅ＪＲ高速バスターミナル方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京・神奈川-京都・大阪/グラン昼特急,高速バス,京都駅〔烏丸口〕/大阪駅ＪＲ高速バスターミナル方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-京都・大阪/青春エコドリーム号,高速バス,京都駅〔烏丸口〕/大阪駅ＪＲ高速バスターミナル方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京・神奈川-京都・大阪/青春昼特急,高速バス,大阪駅ＪＲ高速バスターミナル方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-富山・石川/グランドリーム金沢号,高速バス,富山駅前/金沢駅西口方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-福島/あぶくま号,高速バス,郡山駅前（福島県）/福島駅東口方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-福島/夢街道会津号,高速バス,若松駅前〔会津若松〕方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,ドリーム山形／米沢・新宿号,高速バス,山形駅前方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-宮城/首都圏-仙台〔ＪＲ・昼行便〕,高速バス,仙台駅東口方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-宮城/首都圏-仙台〔ＪＲ・ドリーム号〕,高速バス,仙台駅東口方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-長野/中央高速バス〔新宿-諏訪・岡谷〕,高速バス,岡谷駅/上諏訪駅〔霧ヶ峰口〕方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-静岡/新宿-静岡,高速バス,清水駅前/静岡駅北口方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-静岡/渋谷・新宿ライナー浜松号,高速バス,浜松駅方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-愛知/ドリームなごや号,高速バス,名古屋駅〔新幹線口〕/ＪＲ岐阜駅前〔北口〕方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-岐阜・愛知/中央ライナーなごや号,高速バス,名古屋駅〔新幹線口〕方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-栃木/マロニエ新宿号,高速バス,佐野新都市バスターミナル方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-千葉/新宿-ＴＤＲ,高速バス,東京ディズニーランド（バス）方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-静岡/御殿場プレミアム・アウトレット号,高速バス,御殿場プレミアム・アウトレット方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-静岡・愛知/東名ハイウェイバス,高速バス,静岡駅北口/名古屋駅〔新幹線口〕方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-栃木/那須・塩原号,高速バス,那須温泉/塩原温泉バスターミナル方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-千葉/房総なのはな・新宿なのはな号,高速バス,館山駅前/安房白浜方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-群馬/上州ゆめぐり号,高速バス,伊香保温泉〔見晴下〕/草津温泉バスターミナル方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京・新宿-本庄・伊勢崎,高速バス,伊勢崎駅方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-広島/ニューブリーズ号,高速バス,広島駅新幹線口方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-徳島/ドリーム阿南・徳島号,高速バス,徳島駅前方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-長野/新宿-佐久・小諸,高速バス,小諸駅方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,池袋駅・新宿駅-成田空港〔深夜〕,空港連絡バス,成田空港第３ターミナル方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,２３区内エリア-成田空港(新宿),空港連絡バス,成田空港第１ターミナル（バス）方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,羽田空港-新宿駅・池袋駅〔深夜早朝便〕,空港連絡バス,羽田空港第３ターミナル（バス）方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,２３区内エリア-羽田空港(新宿),空港連絡バス,羽田空港第３ターミナル（バス）方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,ノクターン号【3列車】：首都圏-青森,高速バス,弘前バスターミナル方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-宮城/広瀬ライナー,高速バス,仙台駅前〔高速バス〕/石巻駅前方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-秋田/フローラ号,高速バス,秋田駅東口方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-新潟/新宿・池袋-新潟,高速バス,新潟駅前方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-富山/新宿・池袋-富山・高岡・氷見,高速バス,富山駅前方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-愛知/新宿-名古屋,高速バス,名鉄バスセンター方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-岐阜/パピヨン,高速バス,名鉄岐阜バスターミナル方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,埼玉・東京・神奈川-三重/大宮・池袋-津・鳥羽,高速バス,津駅前/鳥羽バスセンター方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,やまと号：新宿-奈良・五條,高速バス,五條バスセンター方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-兵庫/プリンセスロード,高速バス,神姫バス神戸三ノ宮バスターミナル/姫路駅〔北口〕方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-長野/新宿-松本,高速バス,松本バスターミナル方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-岐阜/新宿-高山,高速バス,高山濃飛バスセンター方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京・埼玉-山形/夕陽,高速バス,庄内町余目駅前/酒田駅前方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,大宮・池袋・新宿・横浜-尾鷲・熊野・新宮・勝浦,高速バス,熊野市駅前/勝浦温泉方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,東京-岡山/ルミナス・マスカット号,高速バス,岡山駅〔西口〕/倉敷駅北口方面,-,バス停
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目38?1新宿駅,35.689607,139.700571,バスタ新宿〔新宿駅新南口〕,151,0.006623,新宿・渋谷-沼津,高速バス,沼津駅北口方面,-,バス停
