指標名,コンビニ,,,,,,
出典,NAVITIME,,,,,,
年次,2023/1/20 取得,,,,,,
URL,https://www.navitime.co.jp/,,,,,,
備考,"（2020年度：2,130件、2021年度：2342件、2022年度：2305件）",,,,,,
,,,,,,,
区,町丁目,エリア,住所,施設名,種類,緯度,経度
港区,麻布十番三丁目,-,東京都港区麻布十番3-1-4-101,ローソン 麻布十番店,ローソン,35.653393,139.736426
港区,三田四丁目,-,東京都港区三田4-19-27,ローソン H三田四丁目店,ローソン,35.640137,139.738838
港区,赤坂四丁目,赤坂,東京都港区赤坂4-1-29,ローソン H赤坂四丁目店,ローソン,35.676609,139.734527
港区,三田一丁目,-,東京都港区三田1-3-44,ローソン 三田一丁目店,ローソン,35.654669,139.741931
港区,高輪三丁目,-,東京都港区高輪3-5-23,ローソン 高輪三丁目店,ローソン,35.63422,139.731553
港区,浜松町一丁目,-,東京都港区浜松町1-13-2,ローソン 浜松町一丁目店,ローソン,35.658524,139.756823
港区,虎ノ門一丁目,虎ノ門,東京都港区虎ノ門1-16-4,ローソン 虎ノ門一丁目店,ローソン,35.668475,139.748991
港区,赤坂九丁目,六本木,東京都港区赤坂9-1-7,ローソン 港赤坂九丁目店,ローソン,35.668055,139.732763
港区,赤坂六丁目,赤坂,東京都港区赤坂6-2-4,ローソン 赤坂氷川公園前店,ローソン,35.671411,139.737139
港区,西麻布四丁目,-,東京都港区西麻布4-22-11,ナチュラルローソン 港日赤通り店,ローソン,35.657367,139.718484
港区,芝浦一丁目,-,東京都港区芝浦1-16-1,ローソン Hみなとパーク芝浦店,ローソン,35.646757,139.751635
港区,芝浦一丁目,-,東京都港区芝浦1-3-2,ローソン 芝浦シーバンス前店,ローソン,35.650588,139.756044
港区,西麻布一丁目,-,東京都港区西麻布1-2-1,ローソン EXタワープラス店,ローソン,35.661818,139.727563
港区,白金一丁目,-,東京都港区白金1-1-12,ローソン 港白金店,ローソン,35.646974,139.731874
港区,芝浦三丁目,-,東京都港区芝浦3-14-1,ナチュラルローソン NL港芝浦三丁目店,ローソン,35.642826,139.748139
港区,白金三丁目,-,東京都港区白金3-17-20,ローソン 白金三光店,ローソン,35.644113,139.727822
港区,芝大門一丁目,-,東京都港区芝大門1-1-26,ナチュラルローソン 京王プレッソイン浜松町店,ローソン,35.659249,139.752771
港区,三田三丁目,-,東京都港区三田3-4-15,ローソン 港三田三丁目店,ローソン,35.646897,139.744151
港区,台場一丁目,-,東京都港区台場1-3,ローソン Hお台場海浜公園前店,ローソン,35.632292,139.778947
千代田区,永田町二丁目,赤坂,東京都港区赤坂3-1-6丸の内線赤坂見附駅構内,ローソン メトロス赤坂見附店,ローソン,35.676795,139.737269
港区,海岸二丁目,-,東京都港区海岸2-7-91,ローソンサテライト ポートストア日の出店,ローソン,35.650128,139.760134
港区,赤坂一丁目,虎ノ門,東京都港区赤坂1-8-1,ローソン 赤坂インターシティAIR店,ローソン,35.67005,139.742701
港区,芝公園四丁目,-,東京都港区芝公園4-8-1,ローソンS ザ・プリンスパークタワー東京店,ローソン,35.655479,139.747081
港区,芝公園一丁目,-,東京都港区芝公園1-5-25,ローソンサテライト 港区役所庁舎店,ローソン,35.65799,139.751552
港区,赤坂九丁目,六本木,東京都港区赤坂9-1-2,ローソン NL赤坂通店,ローソン,35.668613,139.732352
港区,西新橋三丁目,虎ノ門,東京都港区西新橋3-19-18,ローソン 慈恵医大本館店,ローソン,35.663568,139.751326
港区,南麻布二丁目,-,東京都港区南麻布2-1-9,ナチュラルローソン NL南麻布二丁目店,ローソン,35.649692,139.734351
千代田区,永田町二丁目,赤坂,東京都千代田区永田町2-11-1銀座線溜池山王駅構内,ローソン メトロス溜池山王ホーム店,ローソン,35.673183,139.740683
港区,芝浦二丁目,-,東京都港区芝浦2-17-12,ローソンストア100 LS芝浦二丁目店,ローソンストア100,35.644887,139.752071
港区,高輪一丁目,-,東京都港区高輪1-26-13,ローソンストア100 LS高輪一丁目店,ローソンストア100,35.63774,139.733599
港区,芝五丁目,-,東京都港区芝5-17-1,ナチュラルローソン NL芝五丁目店,ローソン,35.648658,139.746801
港区,西新橋一丁目,虎ノ門,東京都港区西新橋1-24-16,ローソン 西新橋愛宕下通店,ローソン,35.668717,139.751333
港区,芝浦三丁目,-,東京都港区芝浦3-1-32,ローソン 田町芝浦口店,ローソン,35.644972,139.748368
港区,高輪四丁目,-,東京都港区高輪4-20-3,ファミリーマート 高輪四丁目店,ファミリーマート,35.6267,139.735126
港区,六本木七丁目,六本木,東京都港区六本木7-18,ローソン 港六本木通店,ローソン,35.662214,139.72864
港区,赤坂二丁目,赤坂,東京都港区赤坂2-9-11,ローソン オリックス赤坂2丁目ビル店,ローソン,35.671116,139.740917
港区,芝五丁目,-,東京都港区芝5-10-8,ファミリーマート 芝五丁目店,ファミリーマート,35.648963,139.746263
港区,芝浦三丁目,-,東京都港区芝浦3丁目1番1号田町ステーションタワーN 2F,ファミリーマート ファミマムスブ田町店,ファミリーマート,35.64592,139.749634
港区,港南一丁目,-,東京都港区港南1-8-23,ローソン 港南一丁目店,ローソン,35.629704,139.744497
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ノ門2-2-1住友不動産虎ノ門タワー1F,ローソン 虎ノ門二丁目店,ローソン,35.669251,139.745644
港区,海岸一丁目,-,東京都港区海岸1-7-1,ローソン ModelT東京ポートシティ竹芝店,ローソン,35.655214,139.76067
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ノ門2-2-2,ナチュラルローソン NL虎の門病院2階店,ローソン,35.669009,139.746173
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ノ門2-2-2,ナチュラルローソン NL虎の門病院9階店,ローソン,35.669009,139.746173
港区,麻布台一丁目,虎ノ門,東京都港区麻布台1-7-8,ローソン 麻布台一丁目店,ローソン,35.661163,139.74229
港区,台場二丁目,-,東京都港区台場2-6-1,ローソン H台場駅前店,ローソン,35.625249,139.771758
港区,芝五丁目,-,東京都港区芝5丁目29-14田町日工ビル,ファミリーマート 田町第一京浜店,ファミリーマート,35.645881,139.744885
港区,西新橋一丁目,虎ノ門,東京都港区西新橋1丁目5-11,ファミリーマート 西新橋一丁目店,ファミリーマート,35.669317,139.753588
港区,東新橋一丁目,虎ノ門広域,東京都港区東新橋1丁目5-2汐留シティセンター,ファミリーマート ファミマ汐留シティセンター店,ファミリーマート,35.665497,139.760881
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2-19-2新橋藤ビル,ファミリーマート 新橋二丁目店,ファミリーマート,35.666802,139.759508
港区,東麻布一丁目,-,東京都港区東麻布1-28-13,ファミリーマート 東麻布一丁目店,ファミリーマート,35.655296,139.743452
港区,赤坂二丁目,赤坂,東京都港区赤坂2-9-11 B2,ファミリーマート 溜池山王店,ファミリーマート,35.671116,139.740917
港区,赤坂一丁目,虎ノ門,東京都港区赤坂1丁目7-19,ファミリーマート 赤坂一丁目店,ファミリーマート,35.669256,139.741452
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2-15-17,ファミリーマート 新橋烏森通り店,ファミリーマート,35.666673,139.756054
港区,浜松町一丁目,-,東京都港区浜松町1-27-17三和ビル,ファミリーマート 浜松町一丁目店,ファミリーマート,35.657656,139.755106
港区,港南一丁目,-,東京都港区港南1-9-32NTT DATA 品川ビル 別館,ファミリーマート 品川駅港南口店,ファミリーマート,35.630052,139.741221
港区,港南四丁目,-,東京都港区港南4-7-55,ファミリーマート 港南四丁目店,ファミリーマート,35.62935,139.750774
港区,虎ノ門五丁目,虎ノ門,東京都港区虎ノ門5-13-1,ファミリーマート ツルヤ神谷町店,ファミリーマート,35.663381,139.745764
港区,北青山二丁目,-,東京都港区北青山2-5-8青山OM-SQUARE,ファミリーマート メトロ外苑前店,ファミリーマート,35.671175,139.718587
港区,新橋五丁目,虎ノ門広域,東京都港区新橋5丁目14-10新橋スクエアビル,ファミリーマート 新橋五丁目店,ファミリーマート,35.661947,139.756144
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2丁目15-9エスプラザ弥生ビル2,ファミリーマート 新橋駅西店,ファミリーマート,35.666277,139.756657
港区,東新橋一丁目,虎ノ門広域,東京都港区東新橋1-7-1汐留メディアタワーB2F,ファミリーマート 汐留メディアタワー店,ファミリーマート,35.663248,139.759694
港区,芝公園二丁目,-,東京都港区芝公園2丁目4-1,ファミリーマート ファミマ芝パーク店,ファミリーマート,35.65621,139.752334
港区,新橋三丁目,虎ノ門広域,東京都港区新橋3-7-9,ファミリーマート 新橋赤レンガ通り店,ファミリーマート,35.665443,139.754886
港区,六本木六丁目,六本木,東京都港区六本木6-2-31六本木ヒルズノースタワーB1階,ファミリーマート 六本木ヒルズ店,ファミリーマート,35.661799,139.730197
港区,赤坂六丁目,赤坂,東京都港区赤坂6丁目3-20,ファミリーマート 赤坂六丁目店,ファミリーマート,35.671452,139.735714
港区,港南二丁目,-,東京都港区港南2丁目16-5,ファミリーマート 品川グランパサージュ店,ファミリーマート,35.62608,139.740694
港区,北青山一丁目,-,東京都港区北青山1丁目4-1 ランジェ青山,ファミリーマート 北青山一丁目店,ファミリーマート,35.672414,139.721976
港区,南青山四丁目,-,東京都港区南青山4丁目9-22 アウラビル,ファミリーマート 南青山四丁目店,ファミリーマート,35.666714,139.717432
港区,南青山五丁目,-,東京都港区南青山5-9-8,ファミリーマート 南青山五丁目店,ファミリーマート,35.662845,139.71194
港区,南麻布五丁目,-,東京都港区南麻布5丁目10-26,ファミリーマート 広尾駅前店,ファミリーマート,35.65282,139.722434
港区,南麻布三丁目,-,東京都港区南麻布3丁目20-1麻布グリーンテラス1階,ファミリーマート 南麻布三丁目店,ファミリーマート,35.647639,139.731118
港区,六本木三丁目,六本木,東京都港区六本木3-3-7,ファミリーマート 六本木三丁目店,ファミリーマート,35.663438,139.737465
港区,西新橋二丁目,虎ノ門,東京都港区西新橋2丁目39-3,ファミリーマート 西新橋二丁目店,ファミリーマート,35.664828,139.75295
港区,南青山三丁目,-,東京都港区南青山3丁目18-7,ファミリーマート 南青山三丁目店,ファミリーマート,35.664986,139.713836
港区,芝四丁目,-,東京都港区芝4丁目14-1,ファミリーマート 田町駅北店,ファミリーマート,35.647414,139.749157
港区,港南一丁目,-,東京都港区港南1丁目7-18 DBC品川東急ビル,ファミリーマート 港南一丁目店,ファミリーマート,35.630903,139.744845
港区,新橋四丁目,虎ノ門広域,東京都港区新橋4丁目19-4 コンシェリア新橋,ファミリーマート 新橋四丁目店,ファミリーマート,35.664349,139.757772
港区,三田三丁目,-,東京都港区三田3丁目13-12三田MTビル,ファミリーマート 三田三丁目店,ファミリーマート,35.643259,139.743089
港区,芝浦一丁目,-,東京都港区芝浦1丁目1-1 浜松町ビルディング,ファミリーマート ファミマ浜松町ビル店,ファミリーマート,35.651516,139.7579
港区,海岸三丁目,-,東京都港区海岸3丁目18-21 ブライトイースト芝,ファミリーマート 海岸三丁目店,ファミリーマート,35.643346,139.756463
港区,虎ノ門一丁目,虎ノ門,東京都港区虎ノ門1丁目5-8,ファミリーマート 虎ノ門愛宕下通り店,ファミリーマート,35.669322,139.751086
港区,南麻布四丁目,-,東京都港区南麻布4丁目12-26 草間ビル,ファミリーマート 南麻布四丁目店,ファミリーマート,35.647287,139.72411
港区,港南一丁目,-,東京都港区港南1丁目2-70 品川シーズンテラス3階,ファミリーマート ファミマ品川シーズンテラス店,ファミリーマート,35.63249,139.743003
港区,東新橋一丁目,虎ノ門広域,東京都港区東新橋1-9-1東京汐留ビルディング内 ペディ汐留B1F,ファミリーマート ファミマ ペディ汐留店,ファミリーマート,35.662931,139.761318
港区,赤坂七丁目,赤坂,東京都港区赤坂7丁目1-16 オーク赤坂ビル1F,ファミリーマート 青山通り赤坂七丁目店,ファミリーマート,35.674223,139.729877
港区,麻布十番一丁目,-,東京都港区麻布十番1丁目7-1 MGB麻布十番,ファミリーマート 麻布十番一丁目店,ファミリーマート,35.656668,139.734527
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2丁目10-5,ファミリーマート 新橋仲通り南店,ファミリーマート,35.666967,139.755649
港区,麻布十番一丁目,-,東京都港区麻布十番1-2-10,ファミリーマート 一の橋店,ファミリーマート,35.656675,139.736326
港区,西新橋一丁目,虎ノ門,東京都港区西新橋1丁目3-1,ファミリーマート 西新橋スクエア店,ファミリーマート,35.669187,139.754433
港区,港南四丁目,-,東京都港区港南4丁目1-10,ファミリーマート リバージュ品川店,ファミリーマート,35.630404,139.746696
港区,浜松町一丁目,-,東京都港区浜松町1丁目19番14号,ファミリーマート 名鉄イン浜松町店,ファミリーマート,35.657937,139.755671
