0,1,2,3,4,5,6,7,8
,千代田区,神田松永町,-,千代田区神田松永町18-2秋葉原northcourt5f,35.7005014,139.7751358,Apple GYM(アップルジム) 秋葉原店,スポーツクラブ/フィットネスクラブ
,千代田区,神田東松下町,-,千代田区神田東松下町39神田トーセイビル1f,35.6940764,139.7727593,ゴルフパフォーマンス 神田店,ゴルフ練習場
,千代田区,岩本町３丁目,-,千代田区岩本町3-3-6井門岩本町ビルb1f,35.6953144,139.7764243,ゴルフパフォーマンス 秋葉原店,ゴルフ練習場
,千代田区,外神田３丁目,-,千代田区外神田3-6-2fh協和スクエア502号,35.7024894,139.77015,パーソナルトレーニングジム ティーバランス秋葉原店,スポーツクラブ/フィットネスクラブ
,千代田区,飯田橋３丁目,-,千代田区飯田橋3-1-5s3千代田飯田橋2f,35.7004005,139.7481987,メビウスフィットネス,スポーツクラブ/フィットネスクラブ
,千代田区,神田小川町３丁目,-,千代田区神田小川町3-2-10,35.6947746,139.7633382,スノーボードショップ MDS,スキー/スノボショップ
,千代田区,鍛冶町１丁目,-,千代田区鍛冶町1-5-7,35.6900242,139.7719571,株式会社本間ゴルフ神田店,ゴルフショップ
,千代田区,神田小川町２丁目,-,千代田区神田小川町2-6-12,35.6952403,139.7636306,ワンゲルスポーツ,スキー/スノボショップ
,千代田区,神田小川町２丁目,-,千代田区神田小川町2-5-5,35.6941517,139.7629944,THESUNS,スポーツ用品/スポーツウェア
,千代田区,飯田橋４丁目,-,千代田区飯田橋4-5-6,35.7004006,139.7472605,極真会館飯田橋道場,スポーツスクール/体験
,千代田区,神田松永町,-,千代田区神田松永町11at第一ビル6f,35.7004272,139.7752721,THE PERSONAL GYM(ザ パーソナル ジム) 秋葉原,スポーツクラブ/フィットネスクラブ
,千代田区,神田淡路町１丁目,-,千代田区神田淡路町1-9-7茗渓ビルb1f,35.6960443,139.7666224,The Golf House御茶ノ水,ゴルフ練習場
,千代田区,東神田２丁目,-,千代田区東神田2-8-7,35.6964899,139.7818926,Pilates Mee(ピラティスミー) 浅草橋店,スポーツクラブ/フィットネスクラブ
,千代田区,神田紺屋町,-,千代田区神田紺屋町6-1ラッキービル1f,35.6915719,139.7737362,パーソナルジムVIBRUN(ヴィーブラン) 神田店,スポーツクラブ/フィットネスクラブ
,千代田区,平河町２丁目,-,千代田区平河町2-4-5,35.6821335,139.7384012,HYPERION GOLF STUDIO(ヒューぺリオン ゴルフ スタジオ) 麹町店,ゴルフ練習場
,千代田区,九段南４丁目,-,千代田区九段南4-3-13麹町秀永ビルb1f,35.6917551,139.7401047,クラヴマガ・ジャパン 市ヶ谷トレーニングセンター,スポーツスクール/体験
,千代田区,内神田２丁目,-,千代田区内神田2-1-8,35.6891407,139.7675921,千代田区立スポーツセンター弓道場,スポーツ施設/運動公園
,千代田区,三番町,-,千代田区三番町1,35.6903762,139.7441268,セントラルスポーツジム24三番町,スポーツクラブ/フィットネスクラブ
,千代田区,丸の内１丁目,大丸有,千代田区丸の内1-9-1,35.682111,139.7691588,Fitness Lounge THE JEXER TOKYO,スポーツクラブ/フィットネスクラブ
,千代田区,神田須田町２丁目,-,千代田区神田須田町2-1-1,35.69596,139.7715041,PHOENIXキックボクシング&ムエタイジム,スポーツ施設/運動公園
,千代田区,神田三崎町３丁目,-,千代田区神田三崎町3-6-14,35.7015958,139.7514991,フィットネスショップ水道橋店,スポーツ用品/スポーツウェア
,千代田区,飯田橋１丁目,-,千代田区飯田橋1-7-11,35.6990089,139.749013,山田吉邦弓具店,スポーツ用品/スポーツウェア
,千代田区,鍛冶町２丁目,-,千代田区鍛冶町2-8-7,35.6927017,139.7727759,アナライズ神田スタジオ,ゴルフショップ
,千代田区,内神田３丁目,-,千代田区内神田3-21-5,35.6927883,139.7704196,村井スポーツ株式会社,社会関連
,千代田区,神田小川町２丁目,-,千代田区神田小川町2-6-1,35.69495819999999,139.7635774,リバティ,スポーツ用品/スポーツウェア
,千代田区,神田駿河台１丁目,-,千代田区神田駿河台1-5-6,35.6988677,139.761095,トレードウインドマリーン,スポーツスクール/体験
,千代田区,永田町２丁目,赤坂,千代田区永田町2-4-11,35.6720448,139.7422575,フレンドシップカントリークラブ,ゴルフ場
