0,1,2,3,4,5,6,7,8,9
,,,,,,,,,
,指標名,病院・診療所・クリニック,,,,,,,
,新宿区,新宿７丁目,-,東京都新宿区新宿7-27-6coeru東新宿6階、7階,35.6982138,139.7078029,東新宿整形外科リハビリクリニック,整形外科 リウマチ科 リハビリテーション科 ペインクリニック外科 東新宿整形外科,https://higashishinjuku-seikei.com/
,新宿区,西新宿８丁目,-,東京都新宿区西新宿8-19-2西新宿tkビル3階,35.6953946,139.690589,フォレストデンタルクリニック西新宿院,歯科 小児歯科 矯正歯科 歯科口腔外科,https://nishishinjuku.forest-dental.or.jp/
,新宿区,西新宿７丁目,-,東京都新宿区西新宿7-10-3第二雨宮ビル3f,35.6938289,139.6983974,アレスタ新宿デンタルオフィス,歯科,https://www.alesta-do.jp/
,新宿区,左門町,-,東京都新宿区左門町5,35.6864923,139.7196213,四谷整形外科リハビリテーションクリニック,整形外科 リハビリテーション科 四谷整形外科,https://yotsuya-rehab.com/
,新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-1-17エキニア新宿302,35.6931833,139.7041833,新宿よりそいメンタルクリニック,心療内科 精神科,https://ashitano.clinic/
,新宿区,西新宿３丁目,-,東京都新宿区西新宿3-20-2東京オペラシティタワー7f,35.682955,139.6867214,オペラシティクリニック,内科 漢方内科,https://operacity-clinic.com/
,新宿区,余丁町,-,東京都新宿区余丁町11-19,35.6979129,139.7159731,医療法人社団 誠晃会 えとう内科クリニック,内科 消化器科 アレルギー科 えとう内科,http://www.eto-clinic.com/
,新宿区,上落合２丁目,-,東京都新宿区上落合2-25-3,35.7110277,139.68689,伊藤メディカルクリニック,内科 外科 血管外科 循環器科 皮膚科 アレルギー科,http://ito-medical-clinic.com/
,新宿区,神楽坂６丁目,-,東京都新宿区神楽坂6-39-1エキューラ神楽坂2a,35.70415,139.7355726,神楽坂メンタルクリニック,0,https://kagurazaka-mental.com/
,新宿区,河田町,-,東京都新宿区河田町10-7グリーンヒルズ河田町2階,35.6986107,139.7171679,若松河田クリニック,泌尿器科 内科 循環器内科 小児科 性感染症内科,http://wakamatsukawada-clinic.jp/
,新宿区,西新宿１丁目,-,東京都新宿区西新宿1-26-2新宿野村ビル5階,35.6929509,139.6953653,MYメディカルクリニック新宿,内科 外科 呼吸器内科 内視鏡内科 婦人科,https://mymc.jp/
