指標名,ホテル,,,,,,,,,
出典,Rakuten API,,,,,,,,,
年次,2024/02/07取得,,,,,,,,,
URL,https://app.rakuten.co.jp/services/api/Travel/SimpleHotelSearch/20170426,,,,,,,,,
備考,(2021年度：1649件、2022年度：1721件、2023年度：1099件),,,,,,,,,
,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,星数,レビュー数,室数,ホテルURL
中央区,京橋２丁目,日八京,東京都中央区京橋2-6-21,35.67680036,139.7705406,レム東京京橋,4.17,282,272,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=168396
江東区,東陽４丁目,-,東京都江東区東陽4-4-3,35.670017,139.81765,相鉄フレッサイン　東京東陽町駅前,4.1,939,144,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=139945
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-8-1,35.6747591,139.7604704,ザ・ペニンシュラ東京,5,5,314,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=184598
中央区,日本橋浜町３丁目,-,東京都中央区日本橋浜町3-43-8,35.68636997,139.7915414,アパホテル〈日本橋浜町駅南〉,4.03,956,159,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=109470
中央区,銀座４丁目,-,東京都中央区銀座4-10-5,35.67034233,139.767394,東急ステイ銀座,3.43,468,191,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=149481
中央区,日本橋大伝馬町１４丁目,-,東京都中央区日本橋大伝馬町14-20,35.69113303,139.780531,アパホテル〈小伝馬町駅前〉,3.58,806,172,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=135970
千代田区,岩本町２丁目,-,東京都千代田区岩本町２丁目２－１,35.6926295,139.7751919,ホテルリブマックス東京神田ＥＡＳＴ,3.08,208,77,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=177581
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-4-1,35.69076864,139.760455,ＫＫＲホテル東京（国家公務員共済組合連合会東京共済会館）,4.51,1852,161,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=15759
千代田区,神田須田町２丁目,-,東京都千代田区神田須田町2-25-12,35.696728,139.7740032,ホテルリソル秋葉原,4.36,267,143,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=167921
中央区,銀座５丁目,-,東京都中央区銀座5-13-15,35.66880224,139.7667379,三井ガーデンホテル銀座五丁目,4.21,541,338,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=172931
中央区,銀座８丁目,-,東京都中央区銀座8-11-11,35.66733728,139.762215,レムプラス銀座,4.71,235,238,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=176635
中央区,八丁堀２丁目,-,東京都中央区八丁堀2-26-3,35.6756382,139.7781749,アパホテル〈八丁堀駅前〉（全室禁煙）,4.25,28,140,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=188020
中央区,明石町,-,東京都中央区明石町８番　聖路加タワー内,35.66649129,139.7783266,銀座クレストン（旧東京新阪急ホテル）,4.09,1067,93,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=4913
中央区,日本橋人形町３丁目,-,東京都中央区日本橋人形町3-3-16,35.68561142,139.780359,ホテル日本橋サイボー,3.95,2334,127,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=9364
中央区,日本橋富沢町２丁目,-,東京都中央区日本橋富沢町2-11,35.6881136,139.7840782,アパホテル〈人形町駅東〉（全室禁煙）,4.13,213,119,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=178644
中央区,銀座８丁目,-,東京都中央区銀座8-4-22,35.66931242,139.7599094,ホテルザセレスティン銀座,4.75,134,104,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=160990
千代田区,内神田１丁目,-,東京都千代田区内神田1-8-8,35.69060771,139.7667433,住友不動産ホテル　ヴィラフォンテーヌ東京大手町,3.58,492,145,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=80761
江東区,木場５丁目,-,東京都江東区木場5-6-4,35.6705357,139.8062939,東横ＩＮＮ東西線木場駅,4.31,99,143,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183932
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町2-2-3,35.67282387,139.7614178,ＴＨＥ　ＧＡＴＥ　ＨＯＴＥＬ（ザ・ゲートホテル）　東京　ｂｙ　ＨＵＬＩＣ,3.67,286,164,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=168392
中央区,銀座７丁目,-,東京都中央区銀座七丁目12番9号,35.6678673,139.7636509,ホテルミュッセ銀座名鉄,4.05,928,223,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=165557
千代田区,内神田３丁目,-,東京都千代田区内神田3-2-10,35.68948441,139.7692064,トーセイホテルココネ神田,4.3,326,111,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=164923
千代田区,外神田３丁目,-,東京都千代田区外神田3-11-4,35.7006949,139.7706569,アパホテル〈秋葉原駅電気街口〉,4.33,176,117,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=162836
千代田区,鍛冶町１丁目,-,東京都千代田区鍛冶町1-4-3,35.68954683,139.7706236,神田ステーションホテル,3.74,2391,93,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=7342
中央区,京橋２丁目,日八京,東京都中央区京橋2-11-1,35.67640389,139.7717851,相鉄フレッサイン　東京京橋,3.78,1075,160,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=134922
千代田区,外神田６丁目,-,東京都千代田区外神田6-16-8,35.7049159,139.7716631,御徒町アーバンホテル,4.33,213,74,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=172702
中央区,京橋３丁目,日八京,東京都中央区京橋3-9-1,35.67498161,139.7710573,ホテルＳＵＩ銀座京橋ｂｙＡＢＥＳＴ,3.42,338,45,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=162965
千代田区,神田佐久間町２丁目,-,東京都千代田区神田佐久間町2-13-20,35.69836266,139.7766227,アパホテル〈秋葉原駅前〉,3.83,681,137,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=138036
中央区,銀座１丁目,-,東京都中央区銀座1-9-5,35.674177,139.7690976,ＫＯＫＯ　ＨＯＴＥＬ　銀座一丁目,3.81,290,305,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=181420
中央区,日本橋浜町２丁目,-,東京都中央区日本橋浜町2-30-4,35.6872044,139.7874047,ＫＯＫＯ　ＨＯＴＥＬ　Ｐｒｅｍｉｅｒ　日本橋浜町,4.25,157,223,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=184122
中央区,新富１丁目,-,東京都中央区新富1-2-13,35.6736438,139.7733187,イビススタイルズ東京銀座Ｅａｓｔ,3,15,135,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=187427
江東区,永代１丁目,-,東京都江東区永代1-15-3,35.67516566,139.7911558,東横ＩＮＮ門前仲町永代橋,3.8,695,307,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=68657
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-7-12 サピアタワー27階～34階,35.68383908,139.7685629,ホテルメトロポリタン丸の内,4.38,2874,343,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=56634
中央区,築地３丁目,-,東京都中央区築地3丁目5-4,35.66836767,139.7742457,ホテル京阪　築地銀座　グランデ,4.6,230,297,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=166080
中央区,勝どき２丁目,-,東京都中央区勝どき2-8-12,35.6588366,139.7786908,東京ビュック,4.02,2134,304,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=20609
中央区,築地４丁目,-,東京都中央区築地4-3-9,35.6667553,139.7683857,ホテルビスタ東京［築地］,4.17,227,149,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=178893
中央区,銀座２丁目,-,東京都中央区銀座2-10-2,35.67286255,139.7690188,ホテルモントレ銀座,4.24,2885,224,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=5002
中央区,銀座３丁目,-,東京都中央区銀座3-8-4,35.6719167,139.7677402,相鉄フレッサイン　銀座三丁目,4.22,663,147,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=164568
中央区,新川１丁目,-,東京都中央区新川1-8-2,35.67832896,139.782598,住友不動産ホテル　ヴィラフォンテーヌ東京茅場町,3.83,955,294,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=80754
中央区,銀座７丁目,-,東京都中央区銀座7丁目2番18号,35.67063844,139.7600272,ＧＩＮＺＡ　ＨＯＴＥＬ　ｂｙ　ＧＲＡＮＢＥＬＬ,4.04,27,102,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=187116
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町2-4-3,35.69148808,139.7733413,ホテルリブマックス東京神田駅前,3.06,199,63,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=172838
中央区,銀座１丁目,-,東京都中央区銀座1-10-18,35.67389299,139.7693132,ホテルモントレ　ラ・スールギンザ,3.91,2612,141,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=5001
江東区,潮見２丁目,-,東京都江東区潮見2-8-8,35.6584163,139.8187016,ホテルリブマックス東京潮見駅前,2.94,487,88,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=161123
中央区,日本橋茅場町３丁目,-,東京都中央区日本橋茅場町3-7-3,35.6777638,139.7785775,ホテルリブマックス茅場町,3.19,519,102,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=158805
中央区,日本橋本町１丁目,日八京,東京都中央区日本橋本町1-7-6,35.68612517,139.7774343,住友不動産ホテル　ヴィラフォンテーヌ東京日本橋三越前,3.58,767,154,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=80764
中央区,銀座７丁目,-,東京都中央区銀座7-10-9,35.668289,139.763008,イビススタイルズ東京銀座,4.17,120,224,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183393
江東区,夢の島２丁目,-,東京都江東区夢の島2-1-3,35.64968346,139.8301452,ＢｕｍＢ（ぶんぶ）東京スポーツ文化館,4.35,1246,60,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=28648
江東区,常盤１丁目,-,東京都江東区常盤1-12-16,35.68445085,139.7957661,ホテルマイステイズ清澄白河,3.95,434,57,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=28558
中央区,日本橋横山町５丁目,-,東京都中央区日本橋横山町5-8-5F,35.69279681,139.783464,ホテル奉仕会館,3.3,297,14,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=11315
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町1-3-10,35.68081472,139.7799343,相鉄フレッサイン　日本橋茅場町,4.39,6049,196,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=41073
中央区,新富１丁目,-,東京都中央区新富1-15-10,35.6723087,139.7751121,ＥＬＥ　ｈｏｔｅｌ　Ｇｉｎｚａ　Ｅａｓｔ,3.88,33,36,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183800
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-3-15,35.6802025,139.7709235,ホテル　モンテ　エルマーナ東京,4.07,60,150,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183323
千代田区,鍛治町２丁目,-,東京都千代田区鍛治町2-9-4,35.6930478,139.7718913,ナインアワーズウーマン神田,4,287,70,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=162998
中央区,築地３丁目,-,東京都中央区築地3-10-4,35.6677675,139.772967,ホテル庵築地,4.17,183,56,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=161244
江東区,木場２丁目,-,東京都江東区木場2-1-1,35.66943882,139.8019773,デイナイスホテル東京,3.55,1546,299,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=5628
中央区,日本橋茅場町３丁目,-,東京都中央区日本橋茅場町3-3-3,35.67793721,139.7778207,住友不動産ホテル　ヴィラフォンテーヌ東京八丁堀,4,494,115,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=80763
中央区,日本橋箱崎町２０丁目,-,東京都中央区日本橋箱崎町20-10,35.6804316,139.7860338,住友不動産ホテル　ヴィラフォンテーヌ東京日本橋箱崎,3.6,461,163,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=80765
江東区,東陽１丁目,-,東京都江東区東陽1-27-6,35.66833087,139.8117821,ホテルリブマックスＢＵＤＧＥＴ東京木場,1.9,506,40,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=130521
中央区,茅場町１丁目,-,東京都中央区茅場町1-4-9,35.6805352,139.7799168,東横ＩＮＮ茅場町駅,4.31,42,176,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=187916
中央区,新川１丁目,-,東京都中央区新川1-2-5,35.67896779,139.7827952,パールホテル茅場町,4.17,1627,260,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=4910
中央区,八丁堀３丁目,-,東京都中央区八丁堀3-26-11,35.67497144,139.7786626,イチホテル東京八丁堀,3.73,26,102,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=179205
中央区,日本橋蛎殻町２丁目,-,東京都中央区日本橋蛎殻町2-16-9,35.6839979,139.7874918,シティペンション　ゼム,4.33,923,27,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=5025
中央区,築地１丁目,-,東京都中央区築地1-9-4,35.6692138,139.7716741,ＴＳＵＫＩ　東京,3.75,50,31,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=173153
中央区,新富１丁目,-,東京都中央区新富1-7-12,35.67226294,139.7735353,ホテルリブマックス東京新富町,3.67,211,65,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=168235
中央区,築地２丁目,-,東京都中央区築地2-12-1,35.66850038,139.7713215,ホテルリブマックス東銀座,3.3,326,58,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=151119
中央区,日本橋本町４丁目,日八京,東京都中央区日本橋本町4-1-5,35.68925702,139.7738155,ＭＯＮｄａｙ　Ａｐａｒｔ　Ｐｒｅｍｉｕｍ　日本橋（旧：ＧＡＴＥ　ＳＴＡＹ　ＰＲＥＭＩＵＭ　日本橋）,5,35,56,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=180274
中央区,銀座３丁目,-,東京都中央区銀座3-3-5　6F,35.67313992,139.7656574,ＭＵＪＩ　ＨＯＴＥＬ　ＧＩＮＺＡ,4.4,159,79,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=181069
中央区,日本橋馬喰町１丁目,-,東京都中央区日本橋馬喰町1-7-20,35.69340142,139.7818375,ホテルリブマックス東京馬喰町,3.85,318,63,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=161014
中央区,新富２丁目,-,東京都中央区新富2-4-13,35.6715032,139.7731613,ホテル　アマネク　銀座イースト,4.5,181,35,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=153310
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-2-1,35.68765787,139.7632808,フォーシーズンズホテル東京大手町,,1,190,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=187524
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-8-2,35.68236118,139.7697852,オークウッドプレミア東京,4.88,26,120,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=165685
中央区,築地３丁目,-,東京都中央区築地3-3-1,35.66921648,139.7743219,はとバス直営　銀座キャピタルホテル萌木,4.13,233,136,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=167815
千代田区,大手町１丁目,大丸有,東京都千代田区大手町一丁目9番1,35.6877378,139.7650795,星のや東京,4.92,57,84,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=172991
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1-15-4,35.68330749,139.7824725,相鉄フレッサイン　日本橋人形町,3.75,723,128,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=140740
中央区,日本橋富沢町１１丁目,-,東京都中央区日本橋富沢町１１－５,35.68979709,139.7816365,東横ＩＮＮ日本橋税務署前,3.89,239,117,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=130232
中央区,築地６丁目,-,東京都中央区築地6-8-8,35.6647674,139.7731866,ＫＯＫＯ　ＨＯＴＥＬ　築地　銀座,3.76,124,188,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=182882
江東区,清澄１丁目,-,東京都江東区清澄1-1-7,35.6810938,139.7919296,ＬＹＵＲＯ　東京清澄　ｂｙ　ＴＨＥ　ＳＨＡＲＥ　ＨＯＴＥＬＳ,4.27,218,53,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=160831
中央区,銀座５丁目,-,東京都中央区銀座5-14-7,35.66850718,139.7671473,アゴーラ　東京銀座,3.5,143,97,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=179937
中央区,日本橋箱崎町２９丁目,-,東京都中央区日本橋箱崎町29-5,35.6796832,139.787538,ホテルリブマックス日本橋箱崎,3,296,48,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=147844
中央区,築地３丁目,-,東京都中央区築地3-17-10,35.66596061,139.7715439,ＢＡＮ　ＨＯＴＥＬ　築地銀座,4.43,219,35,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=10831
中央区,八重洲１丁目,日八京,東京都中央区八重洲1-5-3,35.6819982,139.7710105,からくさホテル　ＴＯＫＹＯＳＴＡＴＩＯＮ,5,231,151,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=168397
千代田区,内神田１丁目,-,東京都千代田区内神田1-8-10,35.6902786,139.7668639,東横ＩＮＮ東京大手町,3.78,48,131,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=160825
中央区,銀座４丁目,-,東京都中央区銀座4丁目11-4,35.66998705,139.7683792,クインテッサホテル東京銀座,4.52,351,134,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=176983
中央区,銀座６丁目,-,東京都中央区銀座6-2-11,35.67147385,139.7604931,ザ　ロイヤルパーク　キャンバス　銀座コリドー,3.71,16,161,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183868
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1-34-5,35.68150404,139.7850308,ＭＯＮｄａｙ　Ａｐａｒｔ　日本橋水天宮前（旧：ＧＡＴＥ　ＳＴＡＹ　日本橋水天宮前）,3.33,35,26,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=180275
中央区,日本橋人形町３丁目,-,東京都中央区日本橋人形町3-6-1,35.68675625,139.7812447,ナインアワーズ人形町,3.77,35,162,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=184630
千代田区,神田佐久間町４丁目,-,東京都千代田区神田佐久間町4-5,35.6972599,139.7790497,ＭＯＮｄａｙ　Ａｐａｒｔ　Ｐｒｅｍｉｕｍ　秋葉原,5,14,27,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=181705
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-1-1　大手町パークビルディング22階～29階,35.68656083,139.763185,アスコット丸の内東京,4.9,48,130,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=161216
