指標名,観光地,,,,,,,,,
出典,google places API,,,,,,,,,
年次,2024/02/09取得,,,,,,,,,
URL,https://maps.googleapis.com/maps/api/place/nearbysearch,,,,,,,,,
備考,(2021年度：1925件、2022年度：1922件、2023年度：2497件),,,,,,,,,
,,,,,,,,,,
区,町丁目,エリア,住所,緯度,経度,施設名,ジャンル,星,口コミ数,place_id
品川区,荏原６丁目,-,品川区荏原６丁目１６−４,35.6113547,139.7032616,荏原南公園,"park, tourist_attraction, point_of_interest, establishment",3.8,282,ChIJPaRyyMWKGGARCI85kDcO_Zc
品川区,荏原５丁目,-,品川区荏原５丁目５−１２,35.614842,139.7032183,しいのき公園,"park, tourist_attraction, point_of_interest, establishment",3.6,27,ChIJOYSoMsWKGGARRsZbli40RQg
品川区,荏原１丁目,-,品川区荏原１丁目１５−１０,35.6197337,139.7160584,旧中原街道供養塔群,"tourist_attraction, point_of_interest, establishment",3.8,5,ChIJEzSnqOiKGGARpEL6CQrYefM
品川区,西五反田６丁目,-,品川区西五反田６丁目２２−３,35.6201759,139.7165663,子別れ地蔵,"tourist_attraction, point_of_interest, establishment",3.8,12,ChIJtSSaquiKGGARQQm-CLmGVWY
品川区,平塚３丁目,-,品川区平塚３丁目１７−７,35.6129496,139.7135589,平塚たけのこ公園,"park, tourist_attraction, point_of_interest, establishment",3.1,58,ChIJfxc2T-qKGGARn_vq3MmzQQU
品川区,平塚２丁目,-,品川区平塚２丁目２−１２,35.6184847,139.7172439,平塚中央公園,"park, tourist_attraction, point_of_interest, establishment",3.7,44,ChIJ92FcL--KGGARH3zN08Wbdo0
品川区,西中延１丁目,-,品川区西中延１丁目９−８,35.6117924,139.7078134,中延公園,"park, tourist_attraction, point_of_interest, establishment",3.5,42,ChIJm0M2Z8GKGGARifF5IBkRcHc
品川区,中延５丁目,-,品川区中延５丁目１４−６,35.6022422,139.7089171,荏原町公園,"park, tourist_attraction, point_of_interest, establishment",3.6,61,ChIJLV9CNbyKGGARQ7qkFaP-NCw
品川区,東中延２丁目,-,品川区東中延２丁目１０−４,35.6069081,139.7126536,東中延公園 (ブーブー公園),"park, tourist_attraction, point_of_interest, establishment",3.6,103,ChIJfT_anpWKGGARpnCbdsZqFoc
品川区,東中延１丁目,-,品川区８ 東中延1-8-9,35.6110571,139.7126855,東中はなみずき公園,"park, tourist_attraction, point_of_interest, establishment",3.1,21,ChIJCTv_kuqKGGAR2Nl6u1uWFeQ
品川区,旗の台１丁目,-,品川区旗の台１丁目２,35.6095625,139.7049842,中原街道高札場跡,"tourist_attraction, point_of_interest, establishment",3.1,7,ChIJez7Q68aKGGARGT9B56n9FO0
品川区,旗の台１丁目,-,品川区旗の台１丁目１−２３,35.6096671,139.7050527,旗の台一丁目石造庚申供養塔,"tourist_attraction, point_of_interest, establishment",3.2,5,ChIJmazW6saKGGARohuEuwBoRcw
品川区,西中延２丁目,-,品川区西中延２丁目７−１４,35.6105281,139.7085017,西中延公園,"park, tourist_attraction, point_of_interest, establishment",3.4,17,ChIJ44UDBcGKGGAR3qWAWUJYLpQ
品川区,小山４丁目,-,品川区小山４丁目１０−１,35.6190917,139.7019915,武蔵小山緑道公園,"park, tourist_attraction, point_of_interest, establishment",3.7,84,ChIJx1mVvtCKGGARu_aTiWgQvT0
品川区,小山３丁目,-,品川区小山３丁目２２−５,35.6186329,139.705601,武蔵小山商店街パルム,"tourist_attraction, point_of_interest, establishment",4.1,1215,ChIJXXfFm9uKGGAR6A66FaNUyFQ
品川区,小山６丁目,-,品川区小山６丁目２７−１,35.6125584,139.6962112,西小山緑道,"park, tourist_attraction, point_of_interest, establishment",4,15,ChIJuRqhMhCLGGARgwfndlCpAa8
品川区,原町２丁目,-,目黒区原町２丁目５−８,35.6136143,139.6931483,宮野古民家自然園,"tourist_attraction, point_of_interest, establishment",4.3,39,ChIJg-sdENOKGGARfMbH-0JrF_c
品川区,旗の台３丁目,-,品川区旗の台３丁目１−５,35.6061724,139.7060019,旗の台広場公園,"park, tourist_attraction, point_of_interest, establishment",3.3,33,ChIJ6SJZsbiKGGARt3WpVMdO1SI
品川区,旗の台３丁目,-,品川区旗の台３丁目９−１２,35.6045219,139.7059171,旗の台なか公園,"park, tourist_attraction, point_of_interest, establishment",3.5,59,ChIJLxyZ27iKGGARP5cbNPN-2lE
品川区,旗の台５丁目,-,品川区旗の台５丁目１８−７,35.6040483,139.7004588,旗の台公園,"park, tourist_attraction, point_of_interest, establishment",3.6,37,ChIJvxQM5reKGGARlkGvQS7oOS0
品川区,旗の台３丁目,-,品川区旗の台３丁目１０−１５,35.6056991,139.7046753,旗の台北公園,"park, tourist_attraction, point_of_interest, establishment",3.6,19,ChIJLc25mriKGGAREUag5pSWzzc
品川区,旗の台５丁目,-,品川区旗の台５丁目１１−１１,35.6035598,139.7027012,旗の台南公園,"park, tourist_attraction, point_of_interest, establishment",3.5,35,ChIJLzzISbiKGGAR0LJS0_pNNPQ
品川区,荏原５丁目,-,品川区荏原５丁目１−２,35.6159363,139.70409,品川区立荏原中央公園,"park, tourist_attraction, point_of_interest, establishment",3.9,93,ChIJZzLBJtuKGGARMpkfIXfZwqk
品川区,南品川６丁目,-,品川区南品川６丁目１５−２４,35.60907,139.738203,ゼームス坂,"tourist_attraction, point_of_interest, establishment",3.4,24,ChIJVxAna3uKGGARzvo5CpSoGAw
品川区,南品川５丁目,-,品川区南品川５丁目１０−３,35.610098,139.740024,南品川さくら公園,"park, tourist_attraction, point_of_interest, establishment",3,5,ChIJ17X33XqKGGARbhdCpN1DZJA
品川区,南品川５丁目,-,品川区南品川５丁目１６−１,35.6086526,139.7415266,仙台坂公園,"park, tourist_attraction, point_of_interest, establishment",3.9,7,ChIJo2nlbXqKGGARofHjE5eq2x8
品川区,北品川５丁目,-,品川区北品川５丁目８−２１,35.6192135,139.7334314,小関公園,"park, tourist_attraction, point_of_interest, establishment",3.4,34,ChIJH2mavl-KGGAREE_Y8l0lcOU
品川区,南品川３丁目,-,品川区南品川３丁目５−１６,35.6096063,139.7443177,幕府御用宿「釜屋」跡,"tourist_attraction, point_of_interest, establishment",3.3,11,ChIJh9YN53CKGGARknXOMdRGuWE
品川区,南品川３丁目,-,品川区南品川３丁目５−１７,35.6093624,139.7439489,品川寺,"tourist_attraction, place_of_worship, point_of_interest, establishment",4,342,ChIJNc20knCKGGARbOgtmJeMWfk
品川区,南品川６丁目,-,品川区南品川６丁目７−１５,35.6114412,139.7390672,二日市公園,"park, tourist_attraction, point_of_interest, establishment",3.6,78,ChIJ__-m2mSKGGARqOzPg2zsj9Y
品川区,南品川２丁目,-,品川区南品川２丁目８−２３,35.6119905,139.7431247,天妙国寺,"tourist_attraction, place_of_worship, point_of_interest, establishment",4,187,ChIJSfCcGnCKGGARZDUS6OUc0YA
品川区,南品川１丁目,-,品川区南品川１丁目４−２５,35.6166816,139.7445619,品川宿脇本陣跡,"tourist_attraction, point_of_interest, establishment",3.8,4,ChIJCwsDIW-KGGARCQqDXqgKwI8
品川区,南品川４丁目,-,品川区南品川４丁目２−３５,35.6153148,139.7387224,清光院,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.3,26,ChIJuZZWJ2SKGGARTVzL2HqfnTc
品川区,大崎１丁目,-,品川区大崎１丁目１４−４,35.618635,139.7328729,居木橋公園,"park, tourist_attraction, point_of_interest, establishment",3.4,149,ChIJO1V-7F-KGGARDl1hhht13E8
品川区,西品川１丁目,-,品川区西品川１丁目８−７,35.6126856,139.7311797,品川区立西品川公園,"park, tourist_attraction, point_of_interest, establishment",3.3,40,ChIJczKEEIqKGGARSBPwfVpzD4w
品川区,大崎２丁目,-,品川区大崎２丁目２−１１,35.6183455,139.7262743,ひふみ公園,"park, tourist_attraction, point_of_interest, establishment",3.3,49,ChIJ1ZmZ8vOKGGARZBums03kuDI
品川区,西品川２丁目,-,品川区西品川２丁目１７−８,35.6118875,139.7266996,そよかぜ公園,"park, tourist_attraction, point_of_interest, establishment",3.8,59,ChIJr-oxdIyKGGARLZ2VE8arO8A
品川区,北品川２丁目,-,品川区北品川２丁目２８,35.6174874,139.7449939,品川区立北浜公園,"park, tourist_attraction, point_of_interest, establishment",3.9,59,ChIJKb5Y1m6KGGARHNwDRlQpQRo
品川区,北品川２丁目,-,品川区北品川２丁目３−１２,35.6190224,139.742401,養願寺,"tourist_attraction, place_of_worship, point_of_interest, establishment",3.9,77,ChIJ28Q11meKGGARbOOdjYOOE4A
品川区,北品川２丁目,-,品川区北品川２丁目４−１８,35.6193119,139.7430144,一心寺,"tourist_attraction, place_of_worship, point_of_interest, establishment",3.9,88,ChIJ1ccjimiKGGAR-D-qmYkNLko
品川区,北品川６丁目,-,品川区北品川６丁目６,35.6245767,139.7331404,御殿山の丘公園,"park, tourist_attraction, point_of_interest, establishment",3.7,42,ChIJ6SovYFiKGGAR8xGE-UdvpXw
品川区,北品川２丁目,-,品川区北品川２丁目２−１４,35.6196937,139.7413094,法禅寺,"tourist_attraction, place_of_worship, point_of_interest, establishment",3.7,56,ChIJb7HHw2eKGGARGcafMnbFdc8
品川区,北品川４丁目,-,品川区北品川４丁目５−１２,35.6204178,139.7352353,翡翠原石館,"museum, tourist_attraction, point_of_interest, establishment",4.3,83,ChIJxY1ZWl6KGGARqpQ1PTBVezY
品川区,港南２丁目,-,港区港南２丁目１６−３０,35.6251588,139.7412034,港区立杜の公園,"park, tourist_attraction, point_of_interest, establishment",4.2,14,ChIJ5XzRoFyKGGARxbNl5LaIAbM
品川区,北品川１丁目,-,品川区北品川１丁目１４−７,35.6246856,139.7429327,品川区立八ツ山公園,"park, tourist_attraction, point_of_interest, establishment",3.4,12,ChIJC9E_OkOKGGARs6Soz5mmRSs
品川区,北品川３丁目,-,品川区北品川３丁目１０−１３,35.6165393,139.7378936,子供の森公園,"park, tourist_attraction, point_of_interest, establishment",3.9,379,ChIJCZtcwGaKGGAREHQHvsHXk-k
品川区,高輪３丁目,-,港区高輪３丁目２６,35.6293391,139.7377735,品川駅創業記念碑,"tourist_attraction, point_of_interest, establishment",3.8,8,ChIJNYsCG4SLGGARH-pjSP2No-c
品川区,港南１丁目,-,港区港南１丁目９−２４,35.6299077,139.7421423,こうなん星の公園,"park, tourist_attraction, point_of_interest, establishment",3.4,252,ChIJ64NerVqKGGAR2hooN4EjDLM
品川区,大崎１丁目,-,品川区大崎１丁目６−２ ニューシティ・２号館２Ｆ,35.6207149,139.7292987,Ｏ美術館,"tourist_attraction, museum, point_of_interest, establishment",3.6,261,ChIJv2a4gfaKGGARpAxOunPVW2s
品川区,大崎５丁目,-,品川区大崎５丁目２,35.6227219,139.7258927,大崎五丁目遊園,"tourist_attraction, point_of_interest, establishment",3.6,57,ChIJY6bavfCKGGAR2UZKB-paLas
品川区,東五反田２丁目,-,品川区東五反田２丁目１８−１ 大崎フォレストビルディング,35.6240801,139.729491,容器文化ミュージアム,"tourist_attraction, museum, point_of_interest, establishment",4.1,76,ChIJt1WQoPeKGGAR-35Dy1V0lbo
品川区,東五反田２丁目,-,品川区東五反田２丁目８−８ フレッジオ五反田,35.6245837,139.7251361,五反田南公園,"park, tourist_attraction, point_of_interest, establishment",3.8,94,ChIJBRvlaPqKGGAR85Idq-wXqv0
品川区,北品川,-,品川区北品川７,35.6230896,139.7348506,旧 因幡鳥取藩池田家下屋敷跡,"tourist_attraction, point_of_interest, establishment",0,0,ChIJY8mSUTqLGGARZcrcOwrogXA
品川区,北品川１丁目,-,品川区北品川１丁目１６−８ 船清ビル,35.6238617,139.7439621,屋形船・クルーザー 船清,"tourist_attraction, restaurant, food, point_of_interest, establishment",4.4,1143,ChIJLXQX5EKKGGAROouOnBTzYPI
品川区,西五反田８丁目,-,品川区西五反田８丁目１１−４,35.6197981,139.7192938,西八丁公園,"park, tourist_attraction, point_of_interest, establishment",3.2,44,ChIJx0lAp--KGGARqlSN7Em-Ch4
品川区,東五反田５丁目,-,品川区東五反田５丁目２５−２７,35.6277369,139.7235752,五反田公園,"park, tourist_attraction, point_of_interest, establishment",3.7,86,ChIJe9gEf_uKGGAR9sOSpLmHk5Y
品川区,西五反田５丁目,-,品川区西五反田５丁目２８−１６,35.623248,139.7121351,西霧ケ谷公園,"park, tourist_attraction, point_of_interest, establishment",3.7,118,ChIJfVUkrOCKGGAR4cUEAzuKb8o
品川区,西五反田５丁目,-,品川区西五反田５丁目６−３,35.6244187,139.7151242,桐ヶ谷氷川神社,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.1,215,ChIJyxH7M-GKGGARvBQkBh5iOPc
品川区,西五反田４丁目,-,品川区西五反田４丁目１２−１,35.6264482,139.7100217,能仁寺,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.3,140,ChIJbWMUit-KGGAR9ISN2NnC7Rc
品川区,旗の台３丁目,-,品川区旗の台３丁目１３−１,35.6000004,139.692003,低い池上線ガード,"tourist_attraction, point_of_interest, establishment",5,1,ChIJPR-eQG-LGGARfJ8GPPTxuTs
品川区,上池台２丁目,-,大田区上池台２丁目３２,35.5993728,139.6912248,洗足流れ(池上用水),"tourist_attraction, point_of_interest, establishment",4.4,18,ChIJ11xoM7WKGGARGGBqDjtKTBs
品川区,南千束２丁目,-,大田区南千束２丁目１４−５,35.6028833,139.6895541,洗足池公園,"park, tourist_attraction, point_of_interest, establishment",4.3,2140,ChIJwVHRycqKGGARATYIDJgXajo
品川区,上池台１丁目,-,大田区上池台１丁目２１,35.6016581,139.6946322,洗足坂,"tourist_attraction, point_of_interest, establishment",3.7,9,ChIJeUcBjrWKGGARlldUREDqscU
品川区,小山台２丁目,-,品川区小山台２丁目２−１,35.6247708,139.6981397,小山台公園,"park, tourist_attraction, point_of_interest, establishment",3.8,121,ChIJKaaJECmLGGARdcshfJ20bhQ
品川区,小山台１丁目,-,品川区小山台１丁目５−１０,35.6242292,139.7044158,林試の森公園 水車門,"park, tourist_attraction, point_of_interest, establishment",3.8,41,ChIJ7xCbk9iKGGARytyOB_tHFSs
品川区,小山６丁目,-,品川区小山６丁目２３−８,35.6128236,139.6991886,江戸見坂公園,"park, tourist_attraction, point_of_interest, establishment",3.4,44,ChIJQxRz0c-KGGARTag0p73rjXg
品川区,小山１丁目,-,品川区小山１丁目４−４,35.6219504,139.7124904,中原公園,"park, tourist_attraction, point_of_interest, establishment",3.6,7,ChIJhwT3aeeKGGARbppeb29nw3k
品川区,原町１丁目,-,目黒区原町１丁目３−１６,35.6166095,139.69718,目黒区立西小山公園,"park, tourist_attraction, point_of_interest, establishment",3,35,ChIJdafCTtGKGGARnG7YPxIa828
品川区,小山３丁目,-,品川区小山３丁目９−１,35.620197,139.7077003,武蔵小山温泉 清水湯,"tourist_attraction, point_of_interest, establishment",3.9,2321,ChIJh9MvPtyKGGARLqvllDbCYwg
品川区,東中延1,-,目黒区目黒本町３丁目１３−１８,35.6234594,139.6996842,月光原公園,"park, tourist_attraction, point_of_interest, establishment",3.9,16,ChIJYybhOyiLGGAR6GusBxMlRgs
品川区,下,-,目黒区下目黒３丁目２１−９,35.629164,139.7080238,不動公園,"park, tourist_attraction, point_of_interest, establishment",4,227,ChIJ_9b1EyGLGGARcMifQ1AgCLY
品川区,東五反田５丁目,-,品川区東五反田５丁目１５−１７,35.6285101,139.7222756,薬師寺東京別院,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.5,185,ChIJlVHOyPyKGGAR3e0ixVmdjoY
渋谷区,北青山２丁目,-,港区北青山２丁目付近,35.6727172,139.7205745,明治神宮外苑いちょう並木,"tourist_attraction, travel_agency, point_of_interest, establishment",4.3,6825,ChIJ_XxY_JqMGGARACDk4sraoN8
渋谷区,神宮前１丁目,-,渋谷区神宮前１丁目１８−２０,35.6702236,139.701847,一の鳥居,"tourist_attraction, point_of_interest, establishment",4.5,261,ChIJJzR9pLqMGGARn__Fp9eG3sg
渋谷区,神宮前１丁目,-,渋谷区神宮前１丁目１６,35.6710906,139.7041544,ブラームスの小径,"tourist_attraction, point_of_interest, establishment",4,38,ChIJWWLaNLuMGGARH3aXTBPHqB8
渋谷区,千駄ケ谷３丁目,-,渋谷区千駄ケ谷３丁目５９−４,35.6741249,139.7039846,原宿駅側部乗降場(宮廷ホーム),"tourist_attraction, point_of_interest, establishment",3.7,48,ChIJUX4zzbuMGGAReNj61j0ez8c
渋谷区,神宮前４丁目,-,渋谷区神宮前４丁目２−１１,35.6662409,139.7107107,原ニ本通り,"tourist_attraction, point_of_interest, establishment",5,2,ChIJYXzkjduNGGARM78wnrgiDXY
渋谷区,神宮前１丁目,-,渋谷区神宮前１丁目１３−９,35.6692264,139.7043781,アルテカプラザ原宿,"tourist_attraction, point_of_interest, establishment",3.7,38,ChIJN3B456SMGGARPTycs8eiXuo
渋谷区,代々木神園町,-,渋谷区代々木神園町１−１,35.674009,139.6986514,明治神宮御苑,"tourist_attraction, park, point_of_interest, establishment",4.4,470,ChIJ5SZMmreMGGARqBUU4sVwUIM
渋谷区,神宮前６丁目,-,渋谷区神宮前６丁目,35.6696711,139.7024667,神宮橋,"tourist_attraction, point_of_interest, establishment",4,68,ChIJe-4gBXmNGGAR0Rde9eN3d9U
渋谷区,神宮前５丁目,-,渋谷区神宮前５丁目１５−８,35.6656664,139.7071306,ネッコ坂,"tourist_attraction, point_of_interest, establishment",4,4,ChIJZdESqeaNGGARX7FSF_qT1rc
渋谷区,代々木神園町,-,渋谷区代々木神園町１−１,35.6763976,139.6993259,明治神宮,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.6,35373,ChIJ5SZMmreMGGARcz8QSTiJyo8
渋谷区,代々木神園町,-,渋谷区代々木神園町１−１,35.6747699,139.6986827,清正井,"tourist_attraction, point_of_interest, establishment",4.3,514,ChIJHT9f_baMGGARDI98NbVp800
渋谷区,神宮前３丁目,-,渋谷区神宮前３丁目３５−８ ハニービル青山,35.6718679,139.7123993,青山キラー通り商店会,"tourist_attraction, point_of_interest, establishment",3.6,7,ChIJ02SHq6KMGGARiSc0oIQlRkY
渋谷区,神宮前４丁目,-,渋谷区神宮前４丁目２５−１２先,35.668588,139.7074042,原宿キャットストリート 北ウイング,"tourist_attraction, point_of_interest, establishment",0,0,ChIJK7c0KQCNGGARbRLFfhEUKiQ
渋谷区,神宮前２丁目,-,渋谷区神宮前２丁目２−３−１１,35.6731222,139.7137983,勢揃坂,"tourist_attraction, point_of_interest, establishment",3.8,5,ChIJAXDfNZiMGGARVQT67hwp5pU
渋谷区,神宮前２丁目,-,渋谷区神宮前２丁目２−３０,35.6734622,139.7138249,渋谷区立神宮前公園,"park, tourist_attraction, point_of_interest, establishment",3.8,28,ChIJB4PpM5iMGGARYZ7Fys8UpJ8
渋谷区,神宮前１丁目,-,渋谷区神宮前１丁目５−３,35.6717379,139.7058771,東郷神社,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.3,2147,ChIJW40URLuMGGARgo4q_fJdYsA
渋谷区,霞ケ丘町,-,新宿区霞ヶ丘町１−１,35.675096,139.7194268,明治神宮外苑,"park, tourist_attraction, point_of_interest, establishment",4.3,13200,ChIJ9RJ2PJGMGGARwG4ChjnDW3I
渋谷区,神宮前３丁目,-,渋谷区神宮前３丁目３７−１７,35.6716378,139.7125834,原宿一丁目公園,"park, tourist_attraction, point_of_interest, establishment",3.8,49,ChIJDQh8YZiMGGARWWG9H4aQvu0
渋谷区,-,-,渋谷区 旧渋谷川遊歩道路,35.6670292,139.7063518,キャットストリート,"tourist_attraction, point_of_interest, establishment",3,1,ChIJbQP4obCNGGARd8hiRA_lrn0
渋谷区,-,-,港区,35.6720554,139.7210629,明治神宮外苑之記,"tourist_attraction, point_of_interest, establishment",4.3,57,ChIJU-dypZyMGGARljIDSNyMKnE
渋谷区,神宮前１丁目,-,渋谷区神宮前１丁目１６−６,35.6712601,139.7046761,竹下通り,"tourist_attraction, point_of_interest, establishment",4.3,203,ChIJL51pWnmNGGAR-e2hoAztmTQ
渋谷区,神宮前１丁目,-,渋谷区神宮前１丁目６−８,35.6708461,139.705704,WAKABAYASHI カワウソ,"tourist_attraction, point_of_interest, establishment",4.6,44,ChIJFcTyH4qNGGARnWBTAyUAT8Y
渋谷区,神宮前１丁目,-,渋谷区神宮前１丁目６−１１,35.6712012,139.7054576,潜水艦殉国碑,"tourist_attraction, point_of_interest, establishment",3.7,22,ChIJ74k3SbuMGGARBt2VenITPSA
渋谷区,代々木神園町,-,渋谷区代々木神園町１,35.6789652,139.7021612,明治神宮 北参道 鳥居,"tourist_attraction, point_of_interest, establishment",4.4,145,ChIJD1Uy87GNGGARqyEnS-3dZrg
渋谷区,代々木神園町,-,渋谷区代々木神園町２−１,35.6690816,139.7007898,原宿門前時計塔,"tourist_attraction, point_of_interest, establishment",4,95,ChIJD1M2GbCMGGARmUFziof73JM
渋谷区,神宮前６丁目,-,渋谷区神宮前６丁目２８−６ キュープラザ原宿,35.6670964,139.7038218,Only On Netflix - Tokyo,"tourist_attraction, point_of_interest, establishment",3,7,ChIJtf2o97qNGGARFh8iDW3Us9c
渋谷区,神南１丁目,-,渋谷区神南１丁目５−１１,35.6655523,139.6984393,代々木公園 ケヤキ並木,"tourist_attraction, park, point_of_interest, establishment",4.3,676,ChIJr6ok-a6MGGARdMx8AvZ_zuA
渋谷区,代々木神園町,-,渋谷区代々木神園町１−１,35.6792297,139.6987578,亀石 (明治神宮),"tourist_attraction, point_of_interest, establishment",4.6,10,ChIJx1XUlhGNGGARpWO2LcRc1Ms
渋谷区,代々木神園町,-,渋谷区代々木神園町１,35.6755814,139.6989772,明治神宮 西玉垣鳥居,"tourist_attraction, point_of_interest, establishment",4.6,27,ChIJa9cuxPeNGGARPJFSYg8tHMc
渋谷区,神宮前３丁目,-,渋谷区神宮前３丁目７−６ オン・サンデーズ B1F,35.6707251,139.7133581,ワタリウム美術館,"tourist_attraction, museum, point_of_interest, establishment",4.2,697,ChIJXf9Z6JiMGGARRZ0zg4fFgLU
渋谷区,神宮前５丁目,-,渋谷区神宮前５丁目３８−７,35.6634127,139.7059767,神宮前五丁目児童遊園地,"park, tourist_attraction, point_of_interest, establishment",3.3,44,ChIJX4z7MKeMGGARIphKiofcfmQ
渋谷区,神宮前６丁目,-,渋谷区神宮前６丁目２５−８,35.666249,139.702945,色彩美術館,"tourist_attraction, museum, point_of_interest, establishment",5,1,ChIJMxNiv6WMGGARLy8Pll4UdJU
渋谷区,-,-,渋谷区,35.6685776,139.7023758,水無橋,"tourist_attraction, point_of_interest, establishment",3.9,13,ChIJu7WLFaWMGGARXh4BIBbpKuo
渋谷区,神宮前３丁目,-,渋谷区神宮前３丁目２０−１８,35.670579,139.7081424,デザインフェスタギャラリーWEST,"art_gallery, tourist_attraction, point_of_interest, establishment",4.3,863,ChIJe0hvGqOMGGARYW2c7IAAQVk
渋谷区,代々木神園町,-,渋谷区代々木神園町１,35.6755771,139.699065,明治神宮 西神門,"tourist_attraction, point_of_interest, establishment",4.2,13,ChIJ_xoq4l2NGGARty8OraFRmK0
渋谷区,代々木神園町,-,渋谷区代々木神園町１−１,35.6741206,139.7013086,大鳥居（二の鳥居）,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.6,164,ChIJsyv0pLqMGGARO-cDLT1bCeU
渋谷区,代々木神園町,-,渋谷区代々木神園町１−１,35.6742954,139.7026563,参集殿,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.7,199,ChIJw7n09rmMGGARNfx8WUEX9go
渋谷区,神宮前１丁目,-,渋谷区神宮前１丁目１０−１０,35.6693801,139.7049975,太田記念美術館,"tourist_attraction, museum, point_of_interest, establishment",4.3,1595,ChIJxcha6qSMGGARqdOIwOETVQc
渋谷区,北青山３丁目,-,港区北青山３丁目５−１７,35.6665433,139.71237,善光寺,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.1,284,ChIJaZw-nZ-MGGAREJd8mku7FIc
渋谷区,代々木神園町,-,渋谷区代々木神園町１−１,35.679222,139.6979799,宝物殿前芝地（明治神宮の境内）,"tourist_attraction, park, place_of_worship, point_of_interest, establishment",4.5,146,ChIJV4WwpsmMGGARWuGtovJT4VU
渋谷区,神宮前６丁目,-,渋谷区神宮前６丁目３３−１４ 神宮ハイツ301/302,35.6681735,139.7042203,原宿AM,"art_gallery, tourist_attraction, point_of_interest, establishment",4.8,9,ChIJp10M_6SMGGARhgQ3Jo3E9A4
渋谷区,神宮前１丁目,-,渋谷区神宮前１丁目８−２,35.6703808,139.7061708,ソラド竹下通り,"shopping_mall, tourist_attraction, point_of_interest, establishment",4,1359,ChIJ6xA0pKSMGGAREB8mFuuaPYo
渋谷区,霞ケ丘町,-,新宿区霞ヶ丘町１−１,35.6786824,139.7177051,聖徳記念絵画館,"tourist_attraction, museum, point_of_interest, establishment",4.1,881,ChIJzcr8rpaMGGARrj2DaL4S0Hk
渋谷区,神宮前１丁目,-,渋谷区神宮前１丁目６−番 １０号 ３F,35.6709178,139.7055776,原宿のフクロウの森,"zoo, cafe, tourist_attraction, restaurant, food, point_of_interest, establishment",3.1,208,ChIJibXHTLuMGGARMB4sF7eQAaY
渋谷区,-,-,横浜市Naka WardShinko1 Chome−６,35.6729255,139.7204502,明治神宮外苑,"tourist_attraction, point_of_interest, establishment",5,1,ChIJUaSS_KaNGGARdNRbuNYTrEI
渋谷区,-,-,新宿区,35.6794238,139.7175891,葬場殿趾,"tourist_attraction, point_of_interest, establishment",0,0,ChIJ4byoRpGMGGAR5dYlT3PwgJc
渋谷区,宇田川町,-,渋谷区宇田川町１６−１５,35.6615114,139.6988512,スペイン坂,"tourist_attraction, point_of_interest, establishment",3.5,165,ChIJq-09_qiMGGAROyl4SkF4H0Y
渋谷区,北青山１丁目,-,港区北青山１丁目７−５,35.6780979,139.7198769,にこにこパーク,"park, tourist_attraction, point_of_interest, establishment",3.9,736,ChIJ0fKj55qMGGARFd1V-L3TfKw
渋谷区,神宮前３丁目,-,渋谷区神宮前３丁目４１−３,35.670916,139.7136642,ユーカリオ,"art_gallery, tourist_attraction, point_of_interest, establishment",4.2,30,ChIJJ1GM5piMGGARB85HcwMoC78
渋谷区,神宮前６丁目,-,渋谷区神宮前６丁目２５−１２,35.666069,139.7028919,長泉寺,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.1,78,ChIJTbemwaWMGGAR0N6g9kPo5I4
渋谷区,代々木神園町,-,渋谷区代々木神園町１,35.675636,139.6997854,東神門,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.6,16,ChIJs2crRr6NGGAREQazZTnHrug
渋谷区,南青山６丁目,-,港区南青山６丁目１−１９,35.661308,139.715583,岡本太郎記念館,"tourist_attraction, museum, point_of_interest, establishment",4.5,1343,ChIJJbavS2GLGGARFLUeTte2lt0
渋谷区,神宮前６丁目,-,渋谷区神宮前６丁目,35.6694115,139.7023502,五輪橋,"tourist_attraction, point_of_interest, establishment",3.9,49,ChIJ2aKaS6WMGGARS2ntQLer7wc
渋谷区,代々木神園町,-,渋谷区代々木神園町１−１,35.6761085,139.7000376,明治神宮 神楽殿,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.6,647,ChIJ04pwyreMGGARKvoa9AYdtp8
渋谷区,渋谷２丁目,-,渋谷区渋谷２丁目２４−１２ 14階・45階・46階・屋上,35.6584466,139.7021636,SHIBUYA SKY,"tourist_attraction, point_of_interest, establishment",4.6,10650,ChIJ4Rr2JWiLGGARcyRSHuZ-9G8
渋谷区,代々木神園町,-,渋谷区代々木神園町１−１,35.6782621,139.6954114,明治神宮 西参道鳥居,"tourist_attraction, point_of_interest, establishment",4.3,35,ChIJCWj3pfWNGGARCXFQs7emQDE
